,name,location,formatted_address,icon,place_id,price_level,lat,lon,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
2310,51 Soho,"51 Telok Ayer Street China Square Food Centre #01-01, Singapore 048441 Singapore","51 Telok Ayer St, Singapore 048441",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJe3PoOAwZ2jERjAYalhanvus,nil,1.282899,103.8493062,None,,45,50,45,nil,4.5,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,Station 51 Bar Bistro Music,"51 Boat Quay, Singapore 049840 Singapore","51 Boat Quay, Singapore 049840",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJGcUgtLcZ2jERB6Ec_3tpVHI,nil,1.2870219,103.8493865,"Mon11:30 AM - 03:00 AM,Tue11:30 AM - 03:00 AM,Wed11:30 AM - 03:00 AM,Thu11:30 AM - 03:00 AM,Fri11:30 AM - 03:00 AM,Sat11:30 AM - 12:00 AM",,nil,nil,nil,nil,5.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,Kim Choo Kueh Chang,"111 East Coast Road, Singapore 428801 Singapore","111 E Coast Rd, #109, Singapore 428801",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJS-SE7XIY2jER3w3c2u4nb64,nil,1.305839,103.9044078,"Sun09:00 AM - 9:00 PM,Mon09:00 AM - 9:00 PM,Tue09:00 AM - 9:00 PM,Wed09:00 AM - 9:00 PM,Thu09:00 AM - 9:00 PM,Fri09:00 AM - 9:00 PM,Sat09:00 AM - 9:00 PM",,40,35,35,30,4.0,42,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Nanbantei Japanese Restaurant,"133 New Bridge Road #02-40 Chinatown Point Chinatown Point, Singapore 059413 Singapore","133 New Bridge Rd, #02-40 Chinatown Point, Singapore 059413",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ-5vUSgsZ2jER8xAGp9SfK68,nil,1.2855584,103.8450154,None,,40,40,35,40,4.0,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,Bistro Soori,"2 Teck Lim Road, Singapore 088380 Singapore","2 Teck Lim Rd, Singapore 088380",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ4_kLh3IZ2jERBv9bakENJ_c,3,1.280165,103.8420292,None,,45,40,40,40,4.5,28,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,The Rabbit Hole,"39C Harding Road, Singapore 249541 Singapore","04-30 Raffles Pl, Singapore 048616",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJT6z_rQ4Z2jERlW3cIAsafPg,nil,1.2840641,103.8514204,None,,40,35,35,45,4.0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,Ju Bao Xuan Mala Hotpot,"The Shoppes at Marina Bay Sands, Rasapura Masters #B2-49A, Singapore 018972 Singapore","2 Bayfront Avenue #B2-49A Marina Bay Sands, Singapore 018972",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJqXMIOgUZ2jERdjVjMpHcM_E,nil,1.2836602,103.8592707,"Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,nil,nil,nil,nil,5.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,Chikuyotei UE Square,"207 River Valley Road Ue Square (River Wing) #01-61 UE Square, Singapore 238275 Singapore","207 River Valley Rd, #01-61 UE Square River Wing, Singapore 238275",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJe49wIp8Z2jERbSZSjPR7nNo,nil,1.2926725,103.8414012,"Sun6:00 PM - 10:00 PM,Mon10:00 AM - 2:00 PM6:00 PM - 10:00 PM,Tue10:00 AM - 2:00 PM6:00 PM - 10:00 PM,Wed10:00 AM - 2:00 PM6:00 PM - 10:00 PM,Thu10:00 AM - 2:00 PM6:00 PM - 10:00 PM,Fri10:00 AM - 2:00 PM6:00 PM - 10:00 PM,Sat6:00 PM - 10:00 PM",,nil,nil,nil,nil,5.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,Rookery,"168 Robinson Road Capital Tower #01-08 Capital Tower, Singapore 068912 Singapore","168, #01-08 Robinson Rd, Capital Tower, Singapore 068912",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJq6rq-BIZ2jERvLMDRaQBGfM,nil,1.2777248,103.8475377,None,,40,40,40,45,4.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,Xing Xing Tapioca Kueh / Ondeh Ondeh,"1 Kadayanallur Street #01-31, Maxwell Food Centre, Singapore 069184 Singapore","1 Kadayanallur St, Singapore 069184",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7SkVUw0Z2jERkbCB2i5hzKA,nil,1.2802821,103.8449159,"Mon08:00 AM - 2:00 PM,Tue08:00 AM - 2:00 PM,Wed08:00 AM - 2:00 PM,Thu08:00 AM - 2:00 PM,Fri08:00 AM - 2:00 PM,Sat08:00 AM - 2:00 PM",,nil,nil,nil,nil,5.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,Bee Cheng Hiang,"Airport Boulevard Departure Check-in Hall North Terminal 3 #02-92, Singapore Singapore",nil,nil,nil,nil,nil,nil,"Sun07:00 AM - 11:00 PM,Mon07:00 AM - 11:00 PM,Tue07:00 AM - 11:00 PM,Wed07:00 AM - 11:00 PM,Thu07:00 AM - 11:00 PM,Fri07:00 AM - 11:00 PM,Sat07:00 AM - 11:00 PM",,45,40,35,nil,4.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,Ollie Cafe,"277 Orchard Road #2-10 Orchard Gateway Orchard Gateway Shopping Malls, Singapore 238858 Singapore","277 Orchard Rd, Singapore 238858",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJfZmGM5EZ2jERgDzwv5rdA-U,nil,1.300459,103.8393516,None,,nil,nil,nil,nil,4.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,Famous Sungei Road Trishaw Laksa,"Block 347 Jurong East Avenue 1 Yuhua Place Ste #01-225 Yuhua Market and Hawker Centre, Singapore 600347 Singapore","347 Jurong East Ave 1, #01-207, Singapore 600347",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJXcycnB8Q2jERfQuD6SXB6U4,nil,1.3453037,103.7313068,None,,40,35,45,nil,4.5,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,GastroSmiths,"112 East Coast Road #03-06 112 Katong i12 Katong, Singapore 428802 Singapore","112 E Coast Rd, Singapore 428802",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJjRyU93IY2jERVeVw3ZFo-is,nil,1.3052934,103.9051599,"Sun10:00 AM - 9:30 PM,Tue10:00 AM - 9:30 PM,Wed10:00 AM - 9:30 PM,Thu10:00 AM - 9:30 PM,Fri10:00 AM - 9:30 PM,Sat10:00 AM - 9:30 PM",,40,40,40,40,4.0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,UNO Beef House,"Block 51 Lorong 5 Tao Payoh, Singapore 310051 Singapore","51 Lor 6 Toa Payoh, Singapore 310051",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJF-PZG28X2jERxB-F39v1yJ4,2,1.3377846,103.8521228,None,,40,35,40,nil,4.0,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,Maca,"56 Tanglin Road Floor 01 Tanglin Delivery Base Basement of Tanglin Post Office, Singapore 247964 Singapore","56 Tanglin Rd, Singapore 247964",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,ChIJ__-PiooZ2jEREo3LaLIj2WE,nil,1.3056203,103.8231784,"Sun12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Mon6:00 PM - 11:00 PM,Wed6:00 PM - 11:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Sat12:00 PM - 3:00 PM6:00 PM - 11:00 PM",,45,45,40,40,4.5,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,TWG Tea at Republic Plaza,"9 Raffles Place Republic Plaza Republic Plaza #01-09/10, Singapore 048619 Singapore","9 Raffles Pl, #01-09/10, Singapore 048619",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJW8GSceoZ2jERuqP-GXJxPSU,nil,1.2833798,103.8508445,"Mon10:00 AM - 8:00 PM,Tue10:00 AM - 8:00 PM,Wed10:00 AM - 8:00 PM,Thu10:00 AM - 8:00 PM,Fri10:00 AM - 8:00 PM",,40,35,30,40,3.5,74,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Five Oars Coffee Roasters,"39 Tanjong Pagar Road, Singapore 088462 Singapore","37 Tg Pagar Rd, Singapore 088486",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJc6sKzn4Z2jERf_zYpkn9KIQ,nil,1.279081,103.843997,None,,40,35,35,nil,4.0,29,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Toast Box,"5 Changi Business Park Central 1 Changi City Point 01-12 Changi City Point, Singapore 486038 Singapore","5, #01 - 12 Changi Business Park Central 1, Singapore 486038",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJj7012tk82jERNAsULP3N1A8,1,1.3345673,103.9626883,"Sun07:30 AM - 9:30 PM,Mon07:30 AM - 9:30 PM,Tue07:30 AM - 9:30 PM,Wed07:30 AM - 9:30 PM,Thu07:30 AM - 9:30 PM,Fri07:30 AM - 9:30 PM,Sat07:30 AM - 9:30 PM",,35,35,35,nil,4.0,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,Ice Cream Frenzy,"Blk 501 W Coast Dr 01-250, Singapore 120501 Singapore","501 W Coast Dr, #01-250, Singapore 120501",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJyfb17pMa2jERNr6BVy1nYK0,nil,1.3113986,103.7589225,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",nil,nil,nil,nil,nil,4.5,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,GV Gold Class,"1 Harbourfront Walk Vivo City, Singapore 098585 Singapore","1 HarbourFront Walk, Singapore 098585",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,ChIJVVVVvlgZ2jER3nWPdpk9Rs8,nil,1.2634792,103.8232932,None,,40,40,30,nil,4.0,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Lim's Fried Oyster,"166 Jalan Besar Berseh Food Centre #01-32 Berseh Food Centre, Singapore 208877 Singapore","166 Jln Besar, #01-32 Berseh Food Centre, Singapore 208877",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ5xWAdLkZ2jERXCjg1VSPN5U,1,1.3071721,103.8568399,None,,nil,nil,nil,nil,4.5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Ippudo,"7 Wallich Street #01-15 Tanjong Pagar Centre Tanjong Pagar Centre, Singapore 078884 Singapore","7 Wallich St, #01-15 Centre, 078884",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJG8yhPRMZ2jERGzY7djoSZmE,2,1.27707,103.84579,"Sun11:00 AM - 9:20 PM,Mon11:00 AM - 3:00 PM5:30 PM - 9:20 PM,Tue11:00 AM - 3:00 PM5:30 PM - 9:20 PM,Wed11:00 AM - 3:00 PM5:30 PM - 9:20 PM,Thu11:00 AM - 3:00 PM5:00 PM - 9:20 PM,Fri11:00 AM - 3:00 PM5:00 PM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,4.5,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,Kind Kones,"583 Orchard Road Forum Lot B1-27/K1, Forum The Shopping Mall, Singapore 238884 Singapore","583 Orchard Rd, #B1-27, Singapore 238884",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJOTJ7DmAZ2jERDEVHuKdUJMc,nil,1.3061133,103.8287595,None,,nil,nil,nil,nil,4.5,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Hu Zhen Long,"14 Sago Street Singapore 059015 Beside Buddha tooth temple, Singapore 059015 Singapore","14 Sago St, Singapore 059015",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJTXJJ0XIZ2jERZNQZsyV6OvY,nil,1.2816761,103.8444157,"Sun10:00 AM - 8:00 PM,Mon10:00 AM - 8:00 PM,Tue10:00 AM - 8:00 PM,Wed10:00 AM - 8:00 PM,Thu10:00 AM - 8:00 PM,Fri10:00 AM - 8:00 PM,Sat10:00 AM - 8:00 PM",,nil,nil,nil,nil,5.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,9th Ave,"43 Woodlands Avenue 9 Floor Republic Polytechnic SIT at RP, Singapore 737729 Singapore","43 Woodlands Avenue 9, Singapore 737729",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,ChIJ09SDgQYT2jERjLkOsp2YvVg,nil,1.4443394,103.7838083,None,,45,45,45,50,4.5,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,The Social Space,"333 Kreta Ayer Road #01-14, Singapore 080333 Singapore","333 Kreta Ayer Rd, #01-14, Singapore 080333",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJbRQ-jXIZ2jERcNXbnh7SycQ,nil,1.2810169,103.8422745,"Sun09:00 AM - 6:00 PM,Mon09:00 AM - 7:00 PM,Wed09:00 AM - 7:00 PM,Thu09:00 AM - 7:00 PM,Fri09:00 AM - 7:00 PM,Sat09:00 AM - 7:00 PM",,nil,nil,nil,nil,5.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,New Thai Food,"184 Race Course Rd, Singapore 218611 Singapore","184 Race Course Rd, Singapore 218611",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJRVEUazsZ2jERrF5sOOaRIAM,nil,1.3109366,103.8530874,"Sun11:00 AM - 10:30 PM,Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",,nil,nil,nil,nil,5.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,Ser Seng Herbs Restaurant,"39 Tai Thong Crescent Sennett Estate #01-30 Bedok Reservoir Road Food Centre, Singapore 347863 Singapore","39 Tai Thong Cres, Singapore 347863",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJiWyNTIAX2jER2X2fvcjyjmM,3,1.3285923,103.8699041,None,,nil,nil,nil,nil,4.5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Holy Grill,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-27, Old Airport Road Food Centre, Singapore 390051 Singapore","51 Old Airport Rd, #01-27, Singapore 390051",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJFztlTj8Y2jER9i08i_efDrc,nil,1.3081745,103.8855656,"Sun10:00 AM - 4:00 PM,Mon07:30 AM - 4:00 PM,Tue07:30 AM - 4:00 PM,Wed07:30 AM - 4:00 PM,Thu07:30 AM - 4:00 PM,Fri07:30 AM - 4:00 PM,Sat10:00 AM - 4:00 PM",,nil,nil,nil,nil,4.5,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Geylang East Food Center,"25 Geylang East Central, Singapore 389708 Singapore","117 Aljunied Ave 2, Singapore 380117",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJC0lyiyMY2jERPeJIDgP_wgw,1,1.320558,103.8866588,None,,nil,nil,nil,nil,4.5,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,Little Sheep Hot Pot,"1 Fullerton Road One Fullerton #01-05, Singapore 049213 Singapore","One Fullerton, 1 Fullerton Rd, #01-05, Singapore 049213",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ4xusMcEZ2jERQluQdyI1xlg,nil,1.2858414,103.8540591,None,,40,40,25,40,3.5,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,Ben's Cookies,"435 Orchard Road Wisma Atria #B1-50, Wisma Atria, Singapore 238877 Singapore","435 Orchard Rd, #B1-50 Wisma Atria, Singapore 238877",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJSZHC-I0Z2jER5TNxqce8BkI,nil,1.3037871,103.8332234,None,,nil,nil,nil,nil,4.5,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,Bhai Sarbat,"21 Bussorah Street, Singapore 199439 Singapore","21 Baghdad St, Singapore 199660",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJtxP3BLEZ2jEReCGaP4wtQZk,1,1.301423,103.860016,None,nil,nil,nil,nil,nil,4.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,The Top Table,"Temasek Polytechnic, Singapore Singapore","21 Tampines Ave 1, Temasek Culinary Academy, Singapore 529757",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbVBWhGk92jERN4-tigtHkjg,1,1.345576,103.9322542,None,,40,40,45,45,4.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,Los Amigos,"85 Circular Road #01-01, Singapore 049437 Singapore","85 Circular Rd, #01-01, Singapore 049437",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJnVhnHAsZ2jERhrR19wvGCFM,nil,1.2874717,103.8488123,None,,nil,nil,nil,nil,4.5,11,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,The Gallerie Food Court,"6 Raffles Boulevard Marina Square Marina Square #04-101/102, Singapore 039594 Singapore","6 #04-101/102 039594, 12 Raffles Blvd, Asia Square Tower 2, Singapore 018961",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJD45Gb6gZ2jER2HUP3EiNN0s,nil,1.2907106,103.8574364,None,nil,30,30,35,nil,4.0,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,PastaMania (JEM),"52 Jurong Gateway Road #04-26 Jem, Singapore 608550 Singapore","52 Jurong Gateway Rd, #04 - 26, Singapore 608549",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ-bVU4g4Q2jERiwkT6NrfzdY,2,1.3330339,103.7435685,"Sun11:00 AM - 9:00 PM,Mon11:00 AM - 9:00 PM,Tue11:00 AM - 9:00 PM,Wed11:00 AM - 9:00 PM,Thu11:00 AM - 9:00 PM,Fri11:00 AM - 9:00 PM,Sat11:00 AM - 9:00 PM",,nil,nil,nil,nil,4.5,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,Picnic,"435 Orchard Road Wisma Atria Wisma Atria #03-15-49, Singapore 238877 Singapore","435 Orchard Rd, Singapore 238877",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJSZHC-I0Z2jERm8BlwXqhcfc,nil,1.3037148,103.8332642,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,35,35,30,nil,3.5,75,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,The Tavern Restaurant,"227 River Valley Road, Singapore 238285 Singapore","227 River Valley Rd, Singapore 238287",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJqXF71JgZ2jER7FBrMWioEG8,nil,1.2938406,103.8423604,"Sun11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Mon11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Tue11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Wed11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Thu11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Fri11:30 AM - 2:30 PM6:00 PM - 10:30 PM,Sat11:30 AM - 2:30 PM6:00 PM - 10:30 PM",,40,40,35,35,4.0,54,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,Leung Sang Hong Kong Pastries,"18 Jalan Membina Tiong Bahru Court #01-06, Singapore 164018 Singapore","18 Jln Membina, #01-06, Singapore 164018",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJVXISxn4Z2jER5j7Lvazx3Fc,1,1.2854647,103.8270008,"Sun07:30 AM - 4:00 PM,Mon07:30 AM - 4:00 PM,Tue07:30 AM - 4:00 PM,Wed07:30 AM - 4:00 PM,Thu07:30 AM - 4:00 PM,Fri07:30 AM - 4:00 PM,Sat07:30 AM - 4:00 PM",,nil,nil,nil,nil,4.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,Swagat Indian Vegetarian,"#01-09, Icon Building, 3A International Business Park, Singapore 609935 Singapore","3A International Business Park Rd, #01-09 ICON @ IBP, Singapore 609935",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJBe6cy6YZ2jERxnqBQNMsMfY,nil,1.3274711,103.7494761,None,,nil,nil,nil,nil,5.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,Sake Labo,"29 Stanley Street, Singapore 068738 Singapore","29 Stanley St, Singapore 068738",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJU7eaKZMZ2jEROFVr5gq9GbY,nil,1.2809746,103.8482882,"Mon5:00 PM - 10:30 PM,Tue5:00 PM - 10:30 PM,Wed5:00 PM - 10:30 PM,Thu5:00 PM - 10:30 PM,Fri5:00 PM - 10:30 PM,Sat5:00 PM - 10:30 PM",,nil,nil,nil,nil,4.5,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
