,name,location,lat,lon,formatted_address,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
42,MTR Singapore,"438 Serangoon Road Opposite Sri Srinivasa Perumal Temple, Singapore 218133 Singapore",nil,nil,nil,"Sun08:30 AM - 3:30 PM5:30 PM - 10:00 PM,Tue08:30 AM - 3:00 PM5:30 PM - 9:30 PM,Wed08:30 AM - 3:00 PM5:30 PM - 9:30 PM,Thu08:30 AM - 3:00 PM5:30 PM - 9:30 PM,Fri08:30 AM - 3:00 PM5:30 PM - 10:00 PM,Sat08:30 AM - 3:30 PM5:30 PM - 10:00 PM",,45,45,45,40,4.5,"1,703",True,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Merci Marcel Orchard,"390 Orchard Road Palais Renaissance 01-03 to 04 Palais Renaissance, Singapore 238871 Singapore",nil,nil,nil,"Sun08:30 AM - 11:00 PM,Mon08:00 AM - 12:00 AM,Tue08:00 AM - 12:00 AM,Wed08:00 AM - 12:00 AM,Thu08:00 AM - 12:00 AM,Fri08:00 AM - 12:00 AM,Sat08:00 AM - 12:00 AM",nil,45,45,40,nil,5.0,201,True,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Madame Fan,"32 Beach Road The South Beach Level 2, The NCO Club, Singapore 189764 Singapore",nil,nil,nil,"Sun11:00 AM - 3:30 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Sat11:00 AM - 3:30 PM6:00 PM - 10:00 PM",nil,45,45,40,45,4.5,626,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",nil,nil,nil,"Sun08:30 AM - 10:30 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat08:30 AM - 11:00 PM",,45,45,40,45,5.0,"1,597",True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,Bar Square,"5 Fraser Street Andaz Singapore, Singapore 189354 Singapore",nil,nil,nil,"Sun12:00 PM - 10:30 PM,Mon12:00 PM - 10:30 PM,Tue12:00 PM - 10:30 PM,Wed12:00 PM - 10:30 PM,Thu12:00 PM - 10:30 PM,Fri12:00 PM - 11:30 PM,Sat12:00 PM - 11:30 PM",,nil,nil,nil,nil,5.0,84,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,25 Degrees,"200 Middle Road Hotel G Singapore Ground Floor, Hotel G Singapore, Singapore 188980 Singapore",nil,nil,nil,"Sun08:30 AM - 10:30 PM,Mon08:30 AM - 10:30 PM,Tue08:30 AM - 10:30 PM,Wed08:30 AM - 10:30 PM,Thu08:30 AM - 10:30 PM,Fri08:30 AM - 10:30 PM,Sat08:30 AM - 10:30 PM",,45,45,40,40,4.5,546,True,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Meta Restaurant,"1 Keong Saik Road, Singapore 089109 Singapore",nil,nil,nil,"Mon6:00 PM - 11:00 PM,Tue6:00 PM - 11:00 PM,Wed6:00 PM - 11:00 PM,Thu12:00 PM - 1:45 PM6:00 PM - 11:00 PM,Fri12:00 PM - 1:45 PM6:00 PM - 11:00 PM,Sat12:00 PM - 1:45 PM6:00 PM - 11:00 PM",nil,45,45,40,40,4.5,358,True,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,Spago Dining Room by Wolfgang Puck,"10 Bay Front Avenue Marina Bay Resort, Sands SkyPark, Tower 2 Level 57 Access from Hotel Lobby Tower 2, Singapore 018956 Singapore",nil,nil,nil,"Sun12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Sat12:00 PM - 2:30 PM6:00 PM - 11:00 PM",nil,45,45,40,nil,4.5,"1,152",True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Golden Peony at Conrad Centennial Singapore,"2 Temasek Boulevard Condrad Hotels &amp; Resorts, Singapore 038982 Singapore",nil,nil,nil,"Sun11:30 AM - 1:00 PM1:30 PM - 3:00 PM6:30 PM - 10:30 PM,Tue11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Wed11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Thu11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Fri11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Sat11:30 AM - 1:00 PM1:30 PM - 3:00 PM6:30 PM - 10:30 PM",,40,40,35,40,4.5,491,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,The Lobby Lounge at InterContinental Singapore,"80 Middle Road Level 1, InterContinental Singapore, Singapore 188966 Singapore",nil,nil,nil,"Sun11:30 AM - 11:30 PM,Mon11:30 AM - 11:30 PM,Tue11:30 AM - 11:30 PM,Wed11:30 AM - 11:30 PM,Thu11:30 AM - 11:30 PM,Fri11:30 AM - 11:30 PM,Sat11:30 AM - 11:30 PM",nil,45,45,40,45,4.5,590,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Winestone,"30 Stevens Road #01-09, Singapore 257840 Singapore",nil,nil,nil,"Sun12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",nil,40,40,40,40,4.5,396,True,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Soi Aroy,"1 Rochor Canal Road Sim Lim Square 02-08 Sim Lim Square, Singapore 188504 Singapore",nil,nil,nil,"Sun11:00 AM - 8:00 PM,Mon11:00 AM - 8:00 PM,Tue11:00 AM - 8:00 PM,Wed11:00 AM - 8:00 PM,Thu11:00 AM - 8:00 PM,Fri11:00 AM - 8:00 PM,Sat11:00 AM - 8:00 PM",,50,45,50,nil,5.0,192,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Asian Market Cafe,"80 Bras Basah Road, Singapore 189560 Singapore",nil,nil,nil,"Sun12:00 PM - 4:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Sat12:00 PM - 4:00 PM6:00 PM - 10:00 PM",nil,40,40,35,40,4.5,905,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,Heart of Darkness,"1 Keong Saik Road, Singapore 089109 Singapore",nil,nil,nil,"Sun12:00 PM - 10:30 PM,Mon2:00 PM - 10:30 PM,Tue2:00 PM - 10:30 PM,Wed2:00 PM - 10:30 PM,Thu12:00 PM - 10:30 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,45,45,45,35,5.0,182,True,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,KOMA Singapore,"The Shoppes at Marina Bay Sands, 2 Bayfront Ave, #B1-67, Singapore 018972 Singapore",nil,nil,nil,"Sun11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Mon11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Tue11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Wed11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Thu11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Fri11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Sat11:30 AM - 3:00 PM5:00 PM - 12:00 AM",,45,45,40,45,4.5,745,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,MO BAR,"5 Raffles Avenue, Marina Square, Singapore 039797 Singapore",nil,nil,nil,"Sun12:00 PM - 10:30 PM,Mon5:00 PM - 10:30 PM,Tue5:00 PM - 10:30 PM,Wed5:00 PM - 10:30 PM,Thu5:00 PM - 10:30 PM,Fri5:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,45,45,45,45,4.5,359,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Grids Coffee | Bar,"200 South Bridge Road Chinatown Downtown Line Exit F, Singapore 058749 Singapore",nil,nil,nil,"Sun09:00 AM - 6:00 PM,Mon09:00 AM - 6:00 PM,Wed09:00 AM - 6:00 PM,Thu09:00 AM - 12:00 AM,Fri09:00 AM - 12:00 AM,Sat09:00 AM - 12:00 AM",,45,45,40,45,4.5,150,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,Spice Brasserie,"181 Kitchener Road Parkroyal On Kitchener Road PARKROYAL on Kitchener Road, Singapore 208533 Singapore",nil,nil,nil,"Sun11:00 AM - 9:30 PM,Mon11:00 AM - 9:30 PM,Tue11:00 AM - 9:30 PM,Wed11:00 AM - 9:30 PM,Thu11:00 AM - 9:30 PM,Fri11:00 AM - 9:30 PM,Sat11:00 AM - 9:30 PM",nil,40,40,40,35,4.5,587,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,il Cielo,"581 Orchard Road Level 24, Voco Orchard Singapore, Singapore 238883 Singapore",nil,nil,nil,"Sun12:00 PM - 3:30 PM,Wed12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Sat12:00 PM - 3:00 PM5:00 PM - 10:00 PM",nil,45,45,40,40,4.5,550,True,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Alley on 25,"5 Fraser Street Level 25 Andaz Singapore, Singapore 189354 Singapore",nil,nil,nil,"Sun07:30 AM - 10:30 PM,Mon07:30 AM - 10:30 PM,Tue07:30 AM - 10:30 PM,Wed07:30 AM - 10:30 PM,Thu07:30 AM - 10:30 PM,Fri07:30 AM - 10:30 PM,Sat07:30 AM - 10:30 PM",nil,40,45,40,40,4.5,558,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ShuKuu Izakaya &amp; Sake Bar,"8 Stanley Street, Singapore 068727 Singapore",nil,nil,nil,"Sun5:30 PM - 10:30 PM,Mon5:30 PM - 10:30 PM,Tue5:30 PM - 10:30 PM,Wed5:30 PM - 10:30 PM,Thu5:30 PM - 10:30 PM,Fri5:30 PM - 10:30 PM,Sat5:30 PM - 10:30 PM",nil,45,45,40,40,4.5,617,True,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Mr Stork,"5 Fraser Street Andaz Singapore Level 39, Andaz Singapore - a concept by Hyatt, Singapore 189354 Singapore",nil,nil,nil,"Sun3:00 PM - 12:00 AM,Mon5:00 PM - 12:00 AM,Tue5:00 PM - 12:00 AM,Wed5:00 PM - 12:00 AM,Thu5:00 PM - 01:00 AM,Fri5:00 PM - 01:00 AM,Sat3:00 PM - 12:00 AM",nil,40,45,40,nil,4.5,511,True,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Leo Cafe &amp; Restaurant,"23 Middle Road #02-00 Populous Hotel Populous Hotel, Singapore 188933 Singapore",nil,nil,nil,"Sun09:30 AM - 11:00 PM,Mon09:30 AM - 11:00 PM,Tue09:30 AM - 11:00 PM,Wed09:30 AM - 11:00 PM,Thu09:30 AM - 11:00 PM,Fri09:30 AM - 11:00 PM,Sat09:30 AM - 11:00 PM",nil,45,45,45,45,4.5,470,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Zazz Pizza,"18 Cross Street Cross Street Exchange #01-108 Cross Street Exchange, Singapore 048423 Singapore",nil,nil,nil,"Sun11:30 AM - 10:00 PM,Mon12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Tue12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Wed12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Thu12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Fri12:00 PM - 2:30 PM5:30 PM - 10:30 PM,Sat11:30 AM - 10:30 PM",,45,45,45,nil,4.5,199,True,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,Spago Bar &amp; Lounge,"10 Bayfront Avenue Marina Bay Sands Tower 2 Floor 57 Marina Bay Sands, Singapore 018956 Singapore",nil,nil,nil,"Sun07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Mon07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Tue07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Wed07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Thu07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Fri07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Sat07:00 AM - 10:30 AM12:00 PM - 12:00 AM",nil,45,45,40,nil,4.5,581,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Escape Steakhouse &amp; Poolside Bar,"1 Farrer Park Station Road Connexion One Farrer Hotel, Singapore 217562 Singapore",nil,nil,nil,"Sun12:00 PM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",nil,35,40,35,40,4.0,397,True,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Man Fu Yuan,"80 Middle Road Level 2, InterContinental Singapore, Singapore 188966 Singapore",nil,nil,nil,"Sun11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Mon09:00 AM - 10:00 PM,Tue09:00 AM - 10:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Sat11:30 AM - 3:00 PM6:00 PM - 10:00 PM",nil,40,45,35,40,4.5,652,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Le Petit Chef - Singapore,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore",nil,nil,nil,"Sun12:00 PM - 11:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",nil,40,45,40,nil,4.5,130,True,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Guo Fu Steamboat,"20 Cross Street China Square Central #01-31/32/33 Cross Street Exchange, Singapore 048422 Singapore",nil,nil,nil,"Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,40,40,40,nil,4.0,42,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,Merci Marcel Tiong Bahru,"56 Eng Hoon Street Tiong Bahru Estate Tiong Bahru, Singapore 160056 Singapore",nil,nil,nil,"Sun08:00 AM - 11:00 PM,Mon08:00 AM - 12:00 AM,Tue08:00 AM - 12:00 AM,Wed08:00 AM - 12:00 AM,Thu08:00 AM - 12:00 AM,Fri08:00 AM - 12:00 AM,Sat08:00 AM - 12:00 AM",nil,45,45,40,nil,4.5,338,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,Cassia Restaurant,"1 The Knolls Capella Hotel, Singapore 098297 Singapore",nil,nil,nil,"Sun12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Mon12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Tue12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Wed12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Thu12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:30 PM - 10:00 PM",nil,45,45,40,45,4.5,304,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Takeshi Noodle Bar,"12 Teck Lim Road Hotel Soloha, Singapore 088387 Singapore",nil,nil,nil,"Sun12:00 PM - 11:00 PM,Mon12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Wed12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Thu12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Fri12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Sat12:00 AM - 11:59 PM",nil,45,45,45,nil,4.5,558,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,Alma By Juan Amador,"22 Scotts Road Goodwood Park Hotel Goodwood Park Hotel, Singapore 228221 Singapore",nil,nil,nil,"Mon6:00 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat12:00 PM - 2:30 PM6:00 PM - 10:30 PM",,45,45,45,40,4.5,679,True,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,Republic,"7 Raffles Avenue Ritz Carlton Millenia Singapore The Ritz-Carlton, Millenia Singapore, Singapore 039799 Singapore",nil,nil,nil,"Sun09:00 AM - 11:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",nil,45,45,40,45,4.5,455,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,En Sushi,"112 Middle Road Midland House #01-00B Midland House, Singapore 188970 Singapore",nil,nil,nil,"Sun11:30 AM - 3:00 PM5:30 PM - 10:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 3:00 PM5:30 PM - 10:00 PM,Sat11:30 AM - 3:00 PM5:30 PM - 10:00 PM",,45,45,45,nil,4.5,335,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,Kinou,"2 Teck Lim Road, Singapore 088380 Singapore",nil,nil,nil,"Tue3:00 PM - 12:00 AM,Wed3:00 PM - 12:00 AM,Thu3:00 PM - 12:00 AM,Fri12:00 PM - 12:00 AM,Sat3:00 PM - 12:00 AM",nil,45,50,45,45,4.5,186,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,The Communal Place,"465 Joo Chiat Road, Singapore 427677 Singapore",nil,nil,nil,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",nil,45,50,45,nil,4.5,152,True,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,The Orchard Cafe,"442 Orchard Road Orchard Hotel Singapore Lobby Level Orchard Hotel, Singapore 238879 Singapore",nil,nil,nil,"Sun11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Mon11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Tue11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Wed11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Thu11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Fri11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Sat11:30 AM - 2:30 PM6:00 PM - 10:00 PM",nil,40,40,40,40,4.5,428,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,The Line,"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lower Lobby, Singapore 258350 Singapore",nil,nil,nil,"Sun07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM,Mon07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Tue07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Wed07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Thu07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Fri07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM,Sat07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM",nil,40,40,35,35,4.5,"3,183",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81,Hummus and Tandoor,"23 Baghdad Street, Singapore 199662 Singapore",nil,nil,nil,"Sun11:00 AM - 03:00 AM,Mon11:00 AM - 03:00 AM,Tue11:00 AM - 03:00 AM,Wed11:00 AM - 03:00 AM,Thu11:00 AM - 03:00 AM,Fri11:00 AM - 03:00 AM,Sat11:00 AM - 03:00 AM",,40,40,35,nil,4.5,287,True,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Meat N' Chill,"805 Bukit Timah Road Sixth Avenue Centre #01-04, Singapore 279883 Singapore",nil,nil,nil,"Sun11:00 AM - 2:30 PM5:00 PM - 9:00 PM,Tue11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Wed11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Thu11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Fri11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Sat11:00 AM - 2:30 PM5:00 PM - 9:00 PM",nil,45,45,45,35,4.5,430,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,My Awesome Cafe,"202 Telok Ayer Street, Singapore 068639 Singapore",nil,nil,nil,"Sun08:30 AM - 9:00 PM,Mon09:30 AM - 10:30 PM,Tue09:30 AM - 10:30 PM,Wed09:30 AM - 10:30 PM,Thu09:30 AM - 10:30 PM,Fri09:30 AM - 10:30 PM,Sat08:30 AM - 10:30 PM",nil,45,45,45,45,4.5,"1,249",True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Lawry's The Prime Rib,"333A Orchard Road Mandarin Gallery #04-01/31 Mandarin Gallery, Singapore 238897 Singapore",nil,nil,nil,"Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,45,45,40,45,4.5,"1,561",True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Cure,"21 Keong Saik Road, Singapore 089128 Singapore",nil,nil,nil,"Tue6:00 PM - 10:00 PM,Wed6:00 PM - 10:00 PM,Thu6:00 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:00 PM - 10:00 PM",,45,45,45,45,4.5,234,True,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
