,Unnamed: 0,name,location,formatted_address,icon,place_id,price_level,lat,lon,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
1531,1531,Sin Heng Claypot Bak Koot Teh,"439 Joo Chiat Road Rising Court, Singapore 427652 Singapore","439 Joo Chiat Rd, Singapore 427652",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJBw7Jy3IY2jERGn5LZ2j6O2s,2,1.3070632,103.9043627,"Sun07:30 AM - 04:30 AM,Tue07:30 AM - 04:30 AM,Wed07:30 AM - 04:30 AM,Thu07:30 AM - 04:30 AM,Fri07:30 AM - 04:30 AM,Sat07:30 AM - 04:30 AM",,40,35,40,30,4,56,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532,Meat Smith,"169 Telok Ayer Street 167, Singapore 068620 Singapore","167-169 Telok Ayer St, Singapore 068620",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ2eCjeQ0Z2jERYAf1lGnfLI8,2,1.2801857,103.8474632,"Sun11:30 AM - 10:30 PM,Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,40,40,40,nil,4,33,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,1533,Table Manners,"5 Changi Business Park Central 1 Changi City Point #01-68/69, Singapore 486038 Singapore","5 Changi Business Park Central 1, #01-68/69, Singapore 486038",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJj7012tk82jER2TewOrs0snE,2,1.3345204,103.963376,"Sun12:00 PM - 9:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:30 PM,Sat5:00 PM - 11:30 PM",,40,40,35,40,3.5,147,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1534,1534,Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore","64 Race Course Rd, Singapore 218569",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJI7H9TscZ2jERShNqGxyPh_U,2,1.308547,103.851201,"Sun11:30 AM - 11:00 PM,Mon11:30 AM - 11:00 PM,Tue11:30 AM - 11:00 PM,Wed11:30 AM - 11:00 PM,Thu11:30 AM - 11:00 PM,Fri11:30 AM - 11:00 PM,Sat11:30 AM - 11:00 PM",,40,35,35,35,3.5,181,True,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,1535,Baristart Coffee Singapore,"65 Tras Street, Singapore 079004 Singapore","65 Tras St, Singapore 079004",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJf_HCVR0Z2jEReXZb6jnLJ_4,2,1.2777382,103.844417,"Sun09:00 AM - 9:00 PM,Mon09:00 AM - 6:00 PM,Tue09:00 AM - 6:00 PM,Wed09:00 AM - 6:00 PM,Thu09:00 AM - 6:00 PM,Fri09:00 AM - 9:00 PM,Sat09:00 AM - 9:00 PM",,45,45,45,nil,4,40,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1536,1536,Gemma Steakhouse,"1 St. Andrew's Road National Gallery Singapore, Singapore 178957 Singapore","1 St Andrews Road 05-03 National Gallery, Singapore 178957",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ_TG-_pEZ2jER_bHebqCdr5U,nil,1.2908546,103.8519592,None,,nil,nil,nil,nil,4.5,14,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,1537,Starbucks Orchard Point,"160 Orchard Road Og Orchard Point #BK-01 Orchard Point Mall, Singapore 238842 Singapore","160 Orchard Road, Mall, BK-01 Orchard Point, Singapore 238842",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJLxnG6JYZ2jERbZPHgNAi28g,2,1.3014134,103.840307,"Sun07:30 AM - 11:00 PM,Mon07:30 AM - 11:00 PM,Tue07:30 AM - 11:00 PM,Wed07:30 AM - 11:00 PM,Thu07:30 AM - 11:00 PM,Fri07:30 AM - 01:00 AM,Sat07:30 AM - 01:00 AM",,40,40,35,nil,4,62,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1538,1538,Long Ji Zi Char,"253 Outram Road, Singapore 169050 Singapore","253 Outram Rd, Singapore 169049",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJry4_VncZ2jER3X1WhSAuDeg,2,1.2848716,103.834911,"Sun5:30 PM - 9:30 PM,Mon5:30 PM - 9:30 PM,Tue5:30 PM - 9:30 PM,Thu5:30 PM - 9:30 PM,Fri5:30 PM - 9:30 PM,Sat5:30 PM - 9:30 PM",,45,35,35,nil,4,45,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1539,1539,Lian He Ben Ji Bao Fan,"Block 335 Smith Street Chinatown Complex #02-198/199 Chinatown Complex Market, Singapore 050335 Singapore","335 Smith St, #02-198/199, Singapore 050335",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJd0C-GXMZ2jER86P9gPkuyJk,1,1.2825554,103.8429327,None,,45,35,45,30,4,39,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,1540,The Betterfield,"100 High Street #01-03 the Treasury, Singapore 179434 Singapore","100 High St, Singapore 179434",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,ChIJYSnl2qAZ2jERrQ3cGPVuSoc,nil,1.2910005,103.8495994,"Sun11:00 AM - 10:00 AM,Mon08:00 AM - 10:00 PM,Tue08:00 AM - 10:00 PM,Wed08:00 AM - 10:00 PM,Thu08:00 AM - 10:00 PM,Fri08:00 AM - 10:00 PM,Sat11:00 AM - 10:00 AM",,40,40,35,35,4,81,True,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,1541,Lots Gourmet,"2 Netheravon Road Club Csc @ Changi, Singapore 508503 Singapore","2 Netheravon Rd, #04-01 CSC @ Changi, Singapore 508503",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJdzKhMj892jEReTp6PGKOaFM,nil,1.3914626,103.9857886,"Sun10:00 AM - 4:00 PM5:30 PM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 11:00 PM,Sat10:00 AM - 4:00 PM5:30 PM - 11:00 PM",,45,40,40,nil,4.5,49,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,1542,Fuel Plus+,"16 Morse Road, Singapore 099228 Singapore","16 Wishart Rd, #01-207, Singapore 099228",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJnz5UROcb2jER_mgUbif92Os,2,1.2697011,103.8149345,None,,40,30,35,nil,4.5,34,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1543,1543,Tomo Izakaya at Clarke Quay,"3A River Valley Road Merchants' Court #01-04 Clarke Quay, Singapore 179020 Singapore","3A River Valley Rd, #01 - 04, Singapore 179020",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbYTkI6AZ2jERE0cpbTv4eRA,nil,1.2895573,103.8450555,"Sun12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Mon12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Tue12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Wed12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Thu12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Fri12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Sat12:00 PM - 3:00 PM5:00 PM - 12:00 AM",,35,35,30,35,3.5,255,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1544,1544,Clos Pasoh,"Level 2, 48A Bukit Pasoh Road, Singapore 089859 Singapore","48A Bukit Pasoh Rd, Level 2, Singapore 089859",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJw5R6WqAZ2jERDcFBzMX3sC0,nil,1.2796475,103.8405486,None,,nil,nil,nil,nil,4.5,18,True,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,1545,The Ranch,"71 Lorong 27 Geylang, Singapore 388191 Singapore","71 / 73 Lor 27 Geylang, Singapore 388191",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ3ewRODsY2jERYyKJY6Ir2E8,2,1.3162628,103.8837309,"Sun11:30 AM - 12:30 AM,Mon11:30 AM - 12:30 AM,Tue11:30 AM - 12:30 AM,Wed11:30 AM - 12:30 AM,Thu11:30 AM - 12:30 AM,Fri11:30 AM - 12:30 AM,Sat11:30 AM - 12:30 AM",,40,40,45,35,4,44,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,1546,28 Wilkie Restaurant,"28 Wilkie Road Sophia Flats #01-01, Singapore 228051 Singapore","28 Wilkie Rd, #01-01, Singapore 228051",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJAR0pP7wZ2jERO2Kmapeqeac,nil,1.3020936,103.8488288,"Mon4:00 PM - 10:00 PM,Tue4:00 PM - 10:00 PM,Wed4:00 PM - 10:00 PM,Thu4:00 PM - 10:00 PM,Fri4:00 PM - 10:00 PM,Sat4:00 PM - 10:00 PM",nil,45,45,40,45,4.5,34,True,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1547,1547,Crystal Jade Hong Kong Kitchen Causeway Point,"1 Woodlands Square #05-10 Causeway Point 1 Woodlands Square, Singapore 738099 Singapore","Woodlands Square, #05-10 Causeway Point, Singapore 738099",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7eVXlqgT2jERZYfylUSl-Hs,2,1.4357518,103.7855824,"Sun10:30 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,40,40,35,40,4,68,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,1548,Tanuki Raw,"181 Orchard Road Orchard Central 04-01 Orchard Central, Singapore 238896 Singapore","181 Orchard Road, Central, #04-01 Orchard, Singapore 238896",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJjQnjJ5cZ2jEREVwl4u3Lqds,2,1.3010121,103.8392074,"Sun11:30 AM - 9:30 PM,Mon11:30 AM - 9:30 PM,Tue11:30 AM - 9:30 PM,Wed11:30 AM - 9:30 PM,Thu11:30 AM - 9:30 PM,Fri11:30 AM - 9:30 PM,Sat11:30 AM - 9:30 PM",,40,35,35,35,3.5,233,True,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,1549,JJ. Com Fish Mart,"6 Eu Tong Sen Street The Central The Central 01-68, Singapore 059817 Singapore","6 Eu Tong Sen St, #01-68/69, Singapore 059817",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJpVYwdqAZ2jEReMDqYSbU66Y,nil,1.2892335,103.8465223,None,,40,45,40,nil,4.5,35,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1550,1550,Udipi Ganesh Vilas,"10 Ceylon Road, Singapore 429606 Singapore","10 Ceylon Rd, Singapore 429606",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJN4xfgXIY2jERK64qoJawCrY,1,1.3053785,103.9030484,"Sun07:30 AM - 10:30 PM,Mon07:30 AM - 10:30 PM,Tue07:30 AM - 10:30 PM,Wed07:30 AM - 10:30 PM,Thu07:30 AM - 10:30 PM,Fri07:30 AM - 10:30 PM,Sat07:30 AM - 10:30 PM",,40,35,45,30,4,96,True,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,1551,Imperial Restaurant,"382 Havelock Road River View Hotel 382 Havelock Road, Singapore 169629 Singapore","382 Havelock Rd, Singapore 169629",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJQ7ONulgZ2jER7Z-aF-EJ5K0,2,1.2894144,103.8365075,None,,35,35,35,35,3.5,98,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,1552,Essen,"1 Cantonment Road The Pinnacle @ Duxton Unit 01-01, Singapore 080001 Singapore","1 Cantonment Rd #01-01, Singapore 080001",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJfRlYVWwZ2jERD0twz59OtIU,2,1.2772263,103.8417841,None,,45,35,40,nil,4,58,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,1553,Sri Rajya Lakshmi Narasimha,"436 Serangoon Road Opposite Sri Srinivasa Perumal Temple, Singapore 218132 Singapore","436 Serangoon Rd, Singapore 218132",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJfTPvV88Z2jERg1_1LjkBXSA,2,1.3128791,103.8564987,None,,45,40,45,nil,4.5,53,True,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1554,Bar-Celona,"21 Duxton Hill #01-01, Singapore 089604 Singapore","30 Robertson Quay, #01-10/11, Singapore 238251",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJaxZQbW0Z2jERDTsj2TrQHEU,2,1.291048,103.8413596,"Mon5:00 PM - 12:00 AM,Tue5:00 PM - 12:00 AM,Wed5:00 PM - 12:00 AM,Thu5:00 PM - 12:00 AM,Fri5:00 PM - 12:00 AM,Sat5:00 PM - 12:00 AM",,40,40,40,40,4,110,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,1555,1 Tyrwhitt Bistro Bar,"1 Tyrwhitt Road, Singapore 207522 Singapore","1 Tyrwhitt Rd, Singapore 207522",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJQQKsR8gZ2jER6Dz5LLwE48k,2,1.3090539,103.8582653,"Mon3:00 PM - 10:30 PM,Tue3:00 PM - 10:30 PM,Wed3:00 PM - 10:30 PM,Thu3:00 PM - 10:30 PM,Fri3:00 PM - 10:30 PM,Sat3:00 PM - 10:30 PM",,40,40,40,40,4,37,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1556,1556,Yamagawa Japanese Restaurant,"7500A Beach Road The Plaza The Plaze Block A #01-305, Singapore 199591 Singapore","7500A, #01-305 Beach Rd, The Plaza, Singapore 199591",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJkaQdeLEZ2jERO0CLf0C7-uU,2,1.2996827,103.8607017,"Sun11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Mon11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 2:00 PM6:00 PM - 10:00 PM,Sat11:30 AM - 2:00 PM6:00 PM - 10:00 PM",,40,45,35,nil,4.5,28,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1557,1557,CIN CIN,"100 Peck Seah Street #01-02, Singapore 079333 Singapore","100 Peck Seah St, #01-02 Oasia Hotel Downtown, Singapore 079333",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJP2hIsGwZ2jERMllXdFqQiDE,nil,1.275896,103.8444099,"Sun5:00 PM - 12:00 AM,Mon5:00 PM - 12:00 AM,Tue5:00 PM - 12:00 AM,Wed5:00 PM - 12:00 AM,Thu5:00 PM - 01:00 AM,Fri5:00 PM - 01:00 AM,Sat5:00 PM - 01:00 AM",,40,40,40,40,4,44,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1558,Jewel Coffee,"1 Shenton Way One Shenton #01-07, Singapore 068803 Singapore","1 Shenton Way, Singapore 068803",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJMwBHAhIZ2jERasw77k09xf0,nil,1.2795839,103.8506561,"Mon07:00 AM - 7:00 PM,Tue07:00 AM - 7:00 PM,Wed07:00 AM - 7:00 PM,Thu07:00 AM - 7:00 PM,Fri07:00 AM - 7:00 PM,Sat07:00 AM - 5:00 PM",,40,40,40,35,4,55,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1559,1559,Thai Gold Food,"91 Bencoolen Street Sunshine Plaza #01-14 Sunshine Plaza, Singapore 189652 Singapore","91 Bencoolen St, #01-14/22, Singapore 189652",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJr6RwZLsZ2jER3WN4iF_ObCA,2,1.3001118,103.8510581,None,,40,40,45,nil,4,53,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,1560,31 Heng Heng BBQ,"500 Clemenceau Avenue North Newton Food Centre / Newton Hawker Centre, Singapore 229495 Singapore","500 Clemenceau Ave N, #01-31 Food Centre, Singapore 229495",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJx3TNyV8Z2jERAFrgrjj3HVA,nil,1.3119097,103.8393033,"Sun12:00 PM - 11:00 PM,Mon12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",,45,45,40,nil,4.5,32,True,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1561,1561,Grignoter,"2 Teck Lim Road, Singapore 088380 Singapore","2 Teck Lim Rd, Singapore 088380",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ4_kLh3IZ2jERBv9bakENJ_c,3,1.280165,103.8420292,"Mon4:00 PM - 12:00 AM,Tue12:00 PM - 12:00 AM,Wed12:00 PM - 12:00 AM,Thu12:00 PM - 12:00 AM,Fri12:00 PM - 12:00 AM,Sat4:00 PM - 12:00 AM",,40,45,40,45,4.5,43,True,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,1562,The Rice Table,"360 Orchard Road International Building Floor 02 Unit 10 09, Singapore 238869 Singapore",nil,nil,nil,nil,nil,nil,"Sun12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Mon12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 9:30 PM,Sat12:00 PM - 2:30 PM6:00 PM - 9:30 PM",,40,35,40,35,4,96,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1563,1563,Sidewalk,"Hill ST near intersection with Coleman St, Singapore Singapore","5 Coleman St, Singapore 179805",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ5bEqJaEZ2jERiWEY7nlC1ng,nil,1.2919803,103.849708,"Sun09:00 AM - 11:30 PM,Mon3:00 PM - 11:00 PM,Tue3:00 PM - 11:00 PM,Wed3:00 PM - 11:00 PM,Thu3:00 PM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat09:00 AM - 11:00 PM",,40,40,45,35,4,37,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,1564,Pizza Art,"7 Rodyk Street Watermark Robertson Quay #01-33, Robertson Quay, Singapore 238215 Singapore","7 Rodyk St, #01-33, Singapore 238215",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJdbd3w50Z2jER8DdYGbwaXZ0,nil,1.2898333,103.8378097,"Sun11:00 AM - 11:00 PM,Mon5:00 PM - 11:00 PM,Tue5:00 PM - 11:00 PM,Wed5:00 PM - 11:00 PM,Thu5:00 PM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,45,45,40,nil,4.5,56,True,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1565,1565,Marche Movenpick Jem,"50 Jurong Gateway Road #01-03 Jem, Singapore 608549 Singapore","50 Jurong Gateway Rd, #01-03 JEM, Singapore 608549",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ8WmFgA8Q2jERKtfjAeLOhZc,2,1.3333452,103.7430821,"Sun09:00 AM - 10:00 PM,Mon09:00 AM - 10:00 PM,Tue09:00 AM - 10:00 PM,Wed09:00 AM - 10:00 PM,Thu09:00 AM - 10:00 PM,Fri09:00 AM - 11:00 PM,Sat09:00 AM - 11:00 PM",,40,40,40,45,4,77,True,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1566,1566,The Public Izakaya by Hachi,"100 Tras Street 100 am 100AM Shopping Mall, Singapore 079027 Singapore","100 Tras St, #01 - 09, Singapore 079027",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJvUUHX2sZ2jERMSRNvTFpjm0,2,1.2745823,103.8436079,"Sun5:30 PM - 01:00 AM,Mon11:30 AM - 2:30 PM5:30 PM - 01:00 AM,Tue11:30 AM - 2:30 PM5:30 PM - 01:00 AM,Wed11:30 AM - 2:30 PM5:30 PM - 01:00 AM,Thu11:30 AM - 2:30 PM5:30 PM - 01:00 AM,Fri11:30 AM - 2:30 PM5:30 PM - 01:00 AM,Sat5:30 PM - 01:00 AM",,40,35,35,nil,4,85,True,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,1567,The Muffinry,"112 Telok Ayer Street, Singapore 068581 Singapore","112 Telok Ayer St, Singapore 068581",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJh6mzUgwZ2jERwyz5Q9rImrA,nil,1.2820568,103.8482683,"Mon08:00 AM - 10:00 PM,Tue08:00 AM - 10:00 PM,Wed08:00 AM - 10:00 PM,Thu08:00 AM - 10:00 PM,Fri08:00 AM - 12:00 AM,Sat08:00 AM - 6:00 PM",,45,45,45,45,4.5,39,True,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1568,1568,Slappy Cakes Singapore,"200 Turf Club Road The Grandstand Floor 01 Unit 21 20 The Grandstand #01-20/21, Singapore 287994 Singapore","200 Turf Club Road #01-20/21 The Grandstand, Singapore 287994",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJAwPkO5cQ2jERBN8sh8fiqeE,nil,1.3368442,103.7936658,"Tue10:00 AM - 9:30 PM,Wed10:00 AM - 9:30 PM,Thu10:00 AM - 9:30 PM,Fri10:00 AM - 9:30 PM",,40,40,30,40,4,103,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,1569,K-Tower,"74 Amoy Street Telok Ayer Conservation Area, Singapore 069893 Singapore","74 Amoy St, Singapore 069893",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJl0iEZQ0Z2jERozeIm47qFeA,nil,1.2803253,103.8467385,"Sun11:30 AM - 2:30 PM5:00 PM - 10:30 PM,Mon11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Tue11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Thu11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Fri11:30 AM - 2:30 PM5:00 PM - 10:30 PM,Sat11:30 AM - 2:30 PM5:00 PM - 10:30 PM",,40,40,35,40,4,59,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
