,name,location,working_hours,price_range,tags,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt
5251,The Manhattan Fish Market,"3 Temasek Boulevard Suntec City Mall Suntec City Mall #B1-134, Singapore 038983 Singapore",None,,Seafood,35,40,35,nil,3.5,19
5252,Stirling Steaks,"115 East Coast Road, Singapore 428804 Singapore","Sun12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Mon6:00 PM - 10:00 PM,Tue6:00 PM - 10:00 PM,Wed6:00 PM - 10:00 PM,Thu6:00 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:00 PM - 10:00 PM",,Steakhouse,45,40,40,nil,4.0,13
5254,Cuppafield Cafe,"#01-01 Blk 446 Bkt Batok West Avenue 8, Singapore 650446 Singapore",None,,,nil,nil,nil,nil,4.0,7
5255,En Sakaba,"168 Robinson Road Capital Tower #01-10 Capital Tower, Singapore 068912 Singapore",None,,Japanese,nil,nil,nil,nil,4.0,8
5256,Ho Kee Pau,"43 Lorong 27 Geylang, Singapore 388176 Singapore","Sun07:00 AM - 11:00 PM,Mon07:00 AM - 11:00 PM,Tue07:00 AM - 11:00 PM,Wed07:00 AM - 11:00 PM,Thu07:00 AM - 11:00 PM,Fri07:00 AM - 11:00 PM,Sat07:00 AM - 11:00 PM",,"Chinese,Asian",35,40,40,nil,3.5,26
5257,Teh Tarik Shop,"21 Baghdad Street, Singapore 199660 Singapore",None,,,nil,nil,nil,nil,4.5,5
5258,Supersiam,"20 Havelock Road Central Square #01-12 Central Square, Singapore 059765 Singapore","Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat7:00 PM - 11:00 PM",,,nil,nil,nil,nil,4.0,10
5260,Om Nom - The Taste of Thai,"6 Eu Tong Sen Street The Central Suite 02-82/83, Singapore 059817 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,"Asian,Thai,Street Food",35,35,35,nil,3.5,29
5261,Apollo Coffee Bar,"65 Serangoon Garden Way, Singapore 555961, Singapore 555961 Singapore","Sun09:00 AM - 7:00 PM,Mon09:00 AM - 10:00 PM,Tue09:00 AM - 10:00 PM,Wed09:00 AM - 10:00 PM,Thu09:00 AM - 10:00 PM,Fri09:00 AM - 10:00 PM,Sat09:00 AM - 10:00 PM",,"Quick Bites,American,Cafe",nil,nil,nil,nil,4.0,13
5262,Famous Indian Curry Food,"30-32 Upper Dickson Road, Singapore Singapore",None,,Indian,nil,nil,nil,nil,4.0,9
5263,Shiu Yakiniku,"241 Jalan Ahmad Ibrahim The Village @ Jurong Hill #01-03 The Village, Singapore 629143 Singapore",None,,,35,40,40,nil,4.0,12
5264,Beo Crescent Curry Rice,"40 Beo Crescent The Beo Crescent, Singapore 160040 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.5,6
5267,Coffee &amp; Toast,"9 Raffles Boulevard Millenia Walk #01-93/94 Millenia Walk, Singapore 039596 Singapore",None,nil,,nil,nil,nil,nil,3.5,16
5268,Burger King,"6 Eu Tong Sen Street The Central #01-23/26 Central, Singapore 059817 Singapore",None,,"American,Fast food,Grill",30,30,35,nil,3.5,18
5269,Good Chance Popiah,"1 Jalan Berseh New World Centre #01-15 New World Centre, Singapore 209037 Singapore",None,,"Chinese,Asian,Singaporean",nil,nil,nil,nil,5.0,4
5270,Pho Street,"Westgate Mall, Singapore, Singapore Singapore",None,,"Asian,Vietnamese",30,35,30,nil,3.5,38
5271,Cosmo,"50 Nanyang View, Campus Clubhouse, Singapore 639667 Singapore",None,,Singaporean,nil,nil,nil,nil,4.5,5
5273,Ichiban Sushi,"1 Jelebu Road Bukit Panjang Plaza #01-37 Bukit Panjang Plaza, Singapore 677743 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,Sushi,nil,nil,nil,nil,4.0,9
5274,Tempura Tsukiji Tenka,"435 Orchard Road Wisma Atria Wisma Atria, #04-42, Singapore 238877 Singapore",None,,"Japanese,Sushi,Asian",30,35,30,nil,3.5,29
5275,Mui Siong Minced Meat Noodles,"Blk 638 Veerasamy Road #01, Singapore 200638 Singapore",None,,"Chinese,Asian",nil,nil,nil,nil,4.5,7
5276,Haagen-Dazs,"2 Orchard Turn Ion Orchard Ion Orchard, 4th Floor, Singapore 238801 Singapore","Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,,nil,nil,nil,nil,3.5,15
5277,Hundred Acres Creamery,"109 Clementi Street 11 Sunset Way Residence #01-37, Singapore 120109 Singapore",None,,,nil,nil,nil,nil,5.0,3
5279,Craftsmen Specialty Coffee,"20 Eastwood Road Eastwood Centre #01-06 Eastwood Centre, Singapore 486442 Singapore","Sun09:00 AM - 7:30 PM,Mon09:00 AM - 7:30 PM,Tue09:00 AM - 7:30 PM,Wed09:00 AM - 7:30 PM,Thu09:00 AM - 7:30 PM,Fri09:00 AM - 7:30 PM,Sat09:00 AM - 7:30 PM",,"Dessert,Cafe",nil,nil,nil,nil,4.0,12
5280,Mellower Coffee,"77 Robinson Road #01-03, Singapore 068895 Singapore",None,,,nil,nil,nil,nil,4.0,13
5281,No.18 Zion Road Fried Kway Teow,"70 Zion Rd #01-17 Zion Road Riverside Food Centre, Singapore 247792 Singapore","Sun12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Mon12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Tue12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Sat12:00 PM - 3:00 PM6:00 PM - 11:00 PM",,"Asian,Singaporean",40,35,40,nil,3.5,37
5282,Olivia &amp; Co.,"3 Temasek Boulevard Suntec City Mall Floor 01 Unit 481 481A 483/483A Suntec City Mall # 01 481 481A 483/483A, Between Towers 1 &amp; 2, Singapore 038983 Singapore","Sun09:00 AM - 9:00 PM,Mon09:00 AM - 9:00 PM,Tue09:00 AM - 9:00 PM,Wed09:00 AM - 9:00 PM,Thu09:00 AM - 9:00 PM,Fri09:00 AM - 9:00 PM,Sat09:00 AM - 9:00 PM",,"American,Cafe,Asian",35,40,35,nil,3.5,46
5283,Kebab Station,"East Coast Park Service Rd Parkland Green, Singapore 449875 Singapore",None,,"Quick Bites,Fast food,Mediterranean",nil,nil,nil,nil,4.0,13
5285,San Ren Xing - Bedok Mall,"311 New Upper Changi Road Bedok Mall #01-71/72, Singapore 467360 Singapore",None,nil,,nil,nil,nil,nil,4.0,5
5286,Rangooli,"Clementi West Street 2 West Coast Community Centre #01-138, Block 721, Singapore 129605 Singapore",None,,Indian,nil,nil,nil,nil,4.0,7
5287,Soi 55,"2 Handy Road The Cathay, Singapore 229233 Singapore","Sun11:00 AM - 9:30 PM,Mon2:00 PM - 9:30 PM,Tue2:00 PM - 9:30 PM,Wed2:00 PM - 9:30 PM,Thu2:00 PM - 9:30 PM,Fri11:00 AM - 12:00 AM,Sat11:00 AM - 12:00 AM",,"Cafe,Fast food,Asian",nil,nil,nil,nil,4.5,7
5288,MEMO Cafe,"3 Nanson Road Studio M Hotel, Singapore 238910 Singapore","Sun06:30 AM - 5:30 PM,Mon06:30 AM - 5:30 PM,Tue06:30 AM - 5:30 PM,Wed06:30 AM - 5:30 PM,Thu06:30 AM - 5:30 PM,Fri06:30 AM - 5:30 PM,Sat06:30 AM - 5:30 PM",,International,nil,nil,nil,nil,5.0,3
5289,Châteraisé Chinatown Point,"133 New Bridge Road Chinatown Point #01-40 Chinatown Point, Singapore 059413 Singapore",None,,"Bakeries,Japanese",40,35,35,nil,4.0,14
5291,Café&amp;Meal MUJI Paragon,"290 Orchard Road The Paragon #04 - 36 to 40 Orchard Paragon, Singapore 238859 Singapore","Sun10:00 AM - 9:30 PM,Mon10:00 AM - 9:30 PM,Tue10:00 AM - 9:30 PM,Wed10:00 AM - 9:30 PM,Thu10:00 AM - 9:30 PM,Fri10:00 AM - 9:30 PM,Sat10:00 AM - 9:30 PM",,,nil,nil,nil,nil,4.0,8
5292,Subway,"809 French Road #01-34 Kitchener Complex Kitchener Complex, Singapore 200809 Singapore",None,nil,,40,40,40,nil,4.0,13
5293,Rong Liang Restaurant,"Blk 725 Clementi West Street 2 #01-190/192, Singapore 120725 Singapore",None,,"Chinese,Asian",nil,nil,nil,nil,4.0,12
5294,Scoopz,"Parkway Parade, Marine Parade, Singapore Singapore",None,,Dessert,nil,nil,nil,nil,4.0,23
5295,The Wicked Garlic - Clifford Centre,"24 Raffles Place Clifford Centre, Singapore 048621 Singapore",None,nil,,nil,nil,nil,nil,5.0,4
5297,Kuro Kin,"200 Turf Club Road The Grandstand The Grandstand, Singapore 287994 Singapore","Sun12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Mon12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Tue12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Wed12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Thu12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Fri12:00 PM - 2:45 PM6:00 PM - 10:45 PM,Sat12:00 PM - 2:45 PM6:00 PM - 10:45 PM",,"Japanese,Sushi,Asian",45,45,30,nil,3.5,19
5298,Alamaan Restaurant,"12 Clementi Road Kampong Junction, Singapore 129742 Singapore","Sun11:00 AM - 03:00 AM,Mon11:00 AM - 03:00 AM,Tue11:00 AM - 03:00 AM,Wed11:00 AM - 03:00 AM,Thu11:00 AM - 03:00 AM,Fri11:00 AM - 03:00 AM,Sat11:00 AM - 03:00 AM",,,nil,nil,nil,nil,4.0,9
5299,Taste Of India,"77 Rangoon Road Farrer Park, Singapore 218365 Singapore","Sun11:30 AM - 10:30 PM,Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,"Indian,Asian,Vegetarian Friendly",35,35,40,35,3.5,99
5300,Sandaime Mikoto,"60 Robertson Quay The Quayside #01-12 The Quayside, Singapore 238252 Singapore",None,,Japanese,40,35,30,nil,4.0,13
5301,Gu Zao Ren &amp; Taiwan Porridge,"391 Changi Road, Singapore 419840 Singapore",None,,,nil,nil,nil,nil,4.0,10
5304,Medzs,"181 Orchard Road Orchard Central Orchard Central, Singapore 238896 Singapore",None,,,40,35,35,35,3.5,48
5305,COME DAILY FRIED HOKKIEN PRAWN MEE,"Block 127 Lorong 1 Toa Payoh Toa Payoh Heights #02-27, Singapore 310127 Singapore","Sun09:00 AM - 2:30 PM,Tue09:00 AM - 8:00 PM,Wed09:00 AM - 8:00 PM,Thu09:00 AM - 8:00 PM,Fri09:00 AM - 8:00 PM,Sat09:00 AM - 8:00 PM",,Asian,40,30,40,nil,4.0,28
5306,Yashinoya,"133 New Bridge Road Chinatown Point Chinatown Point B1-30, Singapore 059413 Singapore",None,nil,,40,40,40,nil,4.0,10
5307,Fudebar,"28 Stevens Road #01-02, Singapore 257878 Singapore","Sun07:00 AM - 11:00 PM,Mon07:00 AM - 11:00 PM,Tue07:00 AM - 11:00 PM,Wed07:00 AM - 11:00 PM,Thu07:00 AM - 11:00 PM,Fri07:00 AM - 11:00 PM,Sat07:00 AM - 11:00 PM",,"Cafe,Pub",nil,nil,nil,nil,4.0,8
5308,Chopsticks - the Asian Kitchen,"1 Raffles Quay #B2-04/07, One Raffles Quay, Singapore 048583 Singapore",None,,"Chinese,Asian,Cantonese",30,30,30,nil,4.0,16
5310,MOB Cafe,"12 Kim Keat Road Hanson Court #01-01, Singapore 328841 Singapore","Sun09:00 AM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 11:45 PM,Sat09:00 AM - 11:45 PM",,,nil,nil,nil,nil,4.5,8
5311,Greenland Vegetarian Restaurant,"789 Upper Serangoon Road, Singapore 534659 Singapore",None,,"Chinese,Asian,Singaporean",40,40,40,nil,4.0,12
5312,Johan Paris Isetan,"350 Orchard Road Shaw House B1 Shaw House, Isetan., Singapore 238868 Singapore","Sun10:00 AM - 9:00 PM,Mon10:00 AM - 9:00 PM,Tue10:00 AM - 9:00 PM,Wed10:00 AM - 9:00 PM,Thu10:00 AM - 9:00 PM,Fri10:00 AM - 9:30 PM,Sat10:00 AM - 9:30 PM",,"Japanese,Asian",nil,nil,nil,nil,4.0,6
5313,Streats - City Square Mall,"180 Kitchener Road #01-01 City Square Mall #01-01 City Square Mall, Singapore 208539 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Cafe,Asian",nil,nil,nil,nil,4.5,5
5314,Eat at Taipei,"4 Tampines Central 5 Tampines Mall #B1-02 Tampines Mall, Singapore 529510 Singapore",None,,"Asian,Taiwanese",35,35,35,35,3.5,36
5316,Nakasei Sushi Restaurant,"1 Nanson Road The Gallery Hotel #02-02A The Gallery Hotel, Singapore 238909 Singapore",None,,Sushi,nil,nil,nil,nil,4.5,8
5317,Jack's Place,"23 Serangoon Central Nex #04-66, Singapore 556083 Singapore","Sun11:00 AM - 10:30 PM,Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",,,40,40,35,40,3.5,30
5318,Popeyes Louisiana Kitchen,"437 Orchard Road Orchard Mrt Station MRT Station #B1-19, Singapore 238878 Singapore",None,,"Quick Bites,Fast food",35,35,40,nil,3.5,27
5319,A Taste of Nanyang,"B1-01, Galleria Level The Shoppes at Marina Bay Sands, Singapore Singapore",None,,"International,Singaporean,Halal",35,30,35,nil,3.5,35
5320,Le Shrimp Ramen,"1 Vista Exchange Green The Star The Star Vista #02-24, Singapore 138617 Singapore","Sun10:30 AM - 10:00 PM,Mon10:30 AM - 10:00 PM,Tue10:30 AM - 10:00 PM,Wed10:30 AM - 10:00 PM,Thu10:30 AM - 10:00 PM,Fri10:30 AM - 10:00 PM,Sat10:30 AM - 10:00 PM",,Asian,nil,nil,nil,nil,4.0,8
5322,Yaki Yaki Bo Teppanyaki Restaurant,"23 Serangoon Central Nex #B1-78 Nex, Singapore 556083 Singapore",None,,Japanese,nil,nil,nil,nil,4.0,6
5323,KAN SUSHI,"10 Anson Road #02-54 International Plaza #02-54 International Plaza, Singapore 079903 Singapore","Mon11:00 AM - 2:00 PM6:00 PM - 10:30 PM,Tue11:00 AM - 2:00 PM6:00 PM - 10:30 PM,Wed11:00 AM - 2:00 PM6:00 PM - 10:30 PM,Thu11:00 AM - 2:00 PM6:00 PM - 10:30 PM,Fri11:00 AM - 2:00 PM6:00 PM - 10:30 PM,Sat11:00 AM - 2:00 PM6:00 PM - 10:30 PM",,"Seafood,Sushi",nil,nil,nil,nil,4.0,11
5324,PizzaExpress,"78 Airport Boulevard #03-230, Jewel Changi Airport, Singapore 819666 Singapore",None,,,nil,nil,nil,nil,4.0,7
5325,Popeyes Louisiana Kitchen,"10 Sinaran Drive Square 2 Square 2, #01 -04/05, Singapore 307506 Singapore",None,,American,nil,nil,nil,nil,4.0,8
5326,Seng Huat,"494 North Bridge Road, Singapore 188738 Singapore",None,,Asian,nil,nil,nil,nil,4.0,12
5328,Doong Ji Korean Restaurant,"222 East Coast Road, Singapore 428919 Singapore","Sun11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Mon11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Tue11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Wed11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Thu11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Fri11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Sat11:30 AM - 2:30 PM6:00 PM - 10:00 PM",,Korean,45,35,40,nil,3.5,36
5329,Tiong Bahru Fried Kway Teow,"30 Seng Poh Road #02-11, Singapore 168898 Singapore",None,,Singaporean,nil,nil,nil,nil,4.5,5
5330,WTF,"49 Club Street, Singapore 069426 Singapore","Mon11:00 AM - 12:00 PM,Tue11:00 AM - 12:00 PM,Wed11:00 AM - 12:00 PM,Thu11:00 AM - 12:00 PM,Fri11:00 AM - 12:00 PM,Sat11:00 AM - 12:00 PM",,"International,Asian",nil,nil,nil,nil,4.5,8
5331,Ah Orh Seafood Restaurant,"Jalan Bukit Merah 115 Jalan Bukit Merah, #01-1627, Singapore 160115 Singapore","Sun11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Mon11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Tue11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Wed11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Thu11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Fri11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Sat11:00 AM - 2:00 PM5:30 PM - 9:00 PM",,"Chinese,Seafood,Asian",35,30,35,25,3.5,31
5332,Taste Of Thailand,"604 Sembawang Road Floor 04 Sembawang Shopping Centre 05, Singapore 758459 Singapore",None,,Thai,45,40,45,35,4.0,14
5334,115 Tang Shui,"335 Smith Street Chinatown Complex Chinatown Complex Food Centre, Block 335, #02-206, Singapore 050335 Singapore","Sun07:30 AM - 5:00 PM,Tue07:30 AM - 5:00 PM,Wed07:30 AM - 5:00 PM,Thu07:30 AM - 5:00 PM,Fri07:30 AM - 5:00 PM,Sat07:30 AM - 5:00 PM",,,nil,nil,nil,nil,4.5,7
5335,Toast Box,"101 Thomson Road United Square #01-81 United Square, Singapore 307591 Singapore",None,,Asian,nil,nil,nil,nil,4.0,16
5336,Beauty in The Pot (Westgate),"3 Gateway Drive Westgate #03-10 Westgate, Singapore 608532 Singapore",None,,Chinese,45,40,40,45,4.0,10
5337,Burger King Changi Airport Terminal 2,"Changi Airport T2 Airport Blvd, Singapore Singapore",None,,"Quick Bites,American,Fast food",40,40,40,nil,3.5,63
5338,Hifumi Japanese Restaurant Singapore,"6 Raffles Boulevard #02-106A Marina Square, Singapore 039594 Singapore",None,,"Japanese,Asian",35,40,40,nil,3.5,39
5341,Leong Mei Roasted Delight,"44 Holland Drive, Singapore 270044 Singapore",None,nil,,nil,nil,nil,nil,4.5,6
5342,A Spoonful Of Sugar,"Changi Village Road 01-2072 Block 4, Singapore 500004 Singapore",None,,Dessert,nil,nil,nil,nil,4.0,13
5343,Wolf,"30 Raffles Place Chevron House #01-42 Chevron House, Singapore 048622 Singapore",None,,"Bar,Pub",nil,nil,nil,nil,5.0,4
5344,Kam Jia Zhuang Seafood,"Blk 202 Ang Mo Kio Avenue 3 Ang Mo Kio View 01-1690, Singapore 560202 Singapore",None,,Seafood,nil,nil,nil,nil,4.5,8
5345,Marhaba Restaurant,"52 Changi Road, Singapore 419707 Singapore","Sun12:00 AM - 11:59 PM,Mon12:00 AM - 11:59 PM,Tue12:00 AM - 11:59 PM,Wed12:00 AM - 11:59 PM,Thu12:00 AM - 11:59 PM,Fri12:00 AM - 11:59 PM,Sat12:00 AM - 11:59 PM",,,nil,nil,nil,nil,4.0,7
5347,Kumo Japanese Dining Ala Carte Buffet,"321 Alexandra Road #01-10 Alexandra Central Alexandra Central, Singapore 159971 Singapore",None,nil,,nil,nil,nil,nil,4.5,7
5348,Fish Head Steamboat Restaurant,"556 Balestier Road, Singapore 329872 Singapore","Sun11:00 AM - 11:00 PM,Mon11:00 AM - 3:00 PM5:00 PM - 11:00 PM,Tue11:00 AM - 3:00 PM5:00 PM - 11:00 PM,Wed11:00 AM - 3:00 PM5:00 PM - 11:00 PM,Thu11:00 AM - 3:00 PM5:00 PM - 11:00 PM,Fri11:00 AM - 3:00 PM5:00 PM - 11:00 PM,Sat11:00 AM - 11:00 PM",,Asian,nil,nil,nil,nil,4.5,10
5349,Lai Hiang Pork Rib Prawn Noodle,"Block 41A Cambridge Rd 01-41 Pek Kio Market and Food Centre, Singapore Singapore",None,,,nil,nil,nil,nil,4.5,6
5350,Evertop Hainanese Boneless Chicken Rice,"Blk 354 Clementi Avenue 2 Clementi Avenue 2 Shopping Centre #01-259, Singapore 120354 Singapore","Sun10:30 AM - 8:00 PM,Mon10:30 AM - 8:00 PM,Tue10:30 AM - 8:00 PM,Wed10:30 AM - 8:00 PM,Thu10:30 AM - 8:00 PM,Fri10:30 AM - 8:00 PM,Sat10:30 AM - 8:00 PM",,Halal,40,40,40,nil,3.5,17
5351,Turkish Lezzet House,"3 Temasek Boulevard Suntec City Mall #B1-105 Suntec City Mall, Singapore 038983 Singapore","Sun11:00 AM - 9:30 PM,Mon11:00 AM - 9:30 PM,Tue11:00 AM - 9:30 PM,Wed11:00 AM - 9:30 PM,Thu11:00 AM - 9:30 PM,Fri11:00 AM - 9:30 PM,Sat11:00 AM - 9:30 PM",,"Mediterranean,Turkish,Middle Eastern",nil,nil,nil,nil,4.5,5
5353,Grind Coffee,"11 Collyer Quay The Arcade The Arcade, #02-37, Singapore 049317 Singapore",None,,,nil,nil,nil,nil,4.5,8
5354,Honeymoon Dessert,"290 Orchard Road The Paragon B1-09, The Paragon, Singapore 238859 Singapore",None,,Dessert,40,35,40,nil,3.5,20
5355,Four Leaves Bakery,"200 Victoria Street Bugis Junction Bugis Junction #B1-14/15, Singapore 188021 Singapore",None,,,nil,nil,nil,nil,4.0,12
5356,Akari Japanese Dining &amp; Bar,"8A Marina Boulevard Marina Bay Link Mall Ground Plaza , #01-02, Singapore 018984 Singapore","Mon11:30 AM - 2:30 PM5:00 PM - 10:00 PM,Tue11:30 AM - 2:30 PM5:00 PM - 10:00 PM,Wed11:30 AM - 2:30 PM5:00 PM - 10:00 PM,Thu11:30 AM - 2:30 PM5:00 PM - 10:00 PM,Fri11:30 AM - 2:30 PM5:00 PM - 10:00 PM,Sat11:30 AM - 2:30 PM5:00 PM - 10:00 PM",,Japanese,35,40,35,nil,3.5,15
5357,Ghim Moh Carrot Cake,"6 Jalan Bukit Merah Stall 140 ABC Brickworks Market &amp; Food Centre, Singapore 150006 Singapore",None,nil,,nil,nil,nil,nil,4.0,7
5359,Gyu-Kaku,"180 Kitchener Road City Square Mall #05-05, City Square Mall, Singapore 208539 Singapore",None,,,40,35,35,40,3.5,23
5360,Geylang Lor 20 Banana Fritters,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-57 Old Airport Road Food Centre, Singapore 390051 Singapore",None,nil,,nil,nil,nil,nil,4.5,6
5361,Kopi,"65 Airport Boulevard Changi Airport Terminal 3 Terminal 3, Basement 2 Mall, Singapore 819663 Singapore","Sun12:00 AM - 11:59 PM,Mon12:00 AM - 11:59 PM,Tue12:00 AM - 11:59 PM,Wed12:00 AM - 11:59 PM,Thu12:00 AM - 11:59 PM,Fri12:00 AM - 11:59 PM,Sat12:00 AM - 11:59 PM",,,nil,nil,nil,nil,4.0,11
5362,Trattoria Gallo d'Oro,"7 Magazine Road Central Mall 01-03 Central Mall, Singapore 059572 Singapore","Mon12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Tue12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Wed12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Thu12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Fri12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Sat12:00 PM - 3:00 PM6:30 PM - 11:00 PM",,,40,40,35,40,4.5,13
5363,Chop Tai Chong Kok,"34 Sago Street, Singapore 059026 Singapore","Sun09:30 AM - 8:00 PM,Mon09:30 AM - 6:00 PM,Tue09:30 AM - 8:00 PM,Wed09:30 AM - 8:00 PM,Thu09:30 AM - 8:00 PM,Fri09:30 AM - 8:00 PM,Sat09:30 AM - 8:00 PM",,,nil,nil,nil,nil,4.0,11
5365,Slappy Cakes,"68 Orchard Road Plaza Singapura #03-02, Plaza Singapura, Singapore 238839 Singapore",None,,"American,Asian,Singaporean",35,40,30,nil,4.0,10
5366,Starbucks,"3 Jalan Jamal, Singapore 457602 Singapore","Sun07:30 AM - 11:00 PM,Mon07:30 AM - 11:00 PM,Tue07:30 AM - 11:00 PM,Wed07:30 AM - 11:00 PM,Thu07:30 AM - 11:00 PM,Fri07:30 AM - 01:00 AM,Sat07:30 AM - 01:00 AM",,,nil,nil,nil,nil,4.0,11
5367,Crab in da Bag,"1 Nassim Road 1 Nassim #01-01, Singapore 258458 Singapore",None,,Fusion,45,40,35,40,3.5,17
5368,Swensen's,"6 Raffles Boulevard Marina Square #01-206/207 Marina Square, Singapore 039594 Singapore",None,,American,35,35,30,nil,4.0,13
5369,Taste of Thailand,"701A Yishun Ave 5 #01-01, Singapore 761701 Singapore",None,,"Asian,Thai",35,35,35,nil,3.5,19
5371,The Bakehouse,"321 Alexandra Road #01-14 Alexandra Central, Singapore 159971 Singapore",None,,,nil,nil,nil,nil,4.0,12
5372,Tang Lung Restaurant,"80 Mohamed Sultan Road #01-12 the Pier At Robertson The Pier At Roberston, Singapore 239013 Singapore",None,,"Chinese,Asian,Singaporean",nil,nil,nil,nil,4.0,6
5373,Time Table,"Blk 456 Jurong West Street 41 #01-726, Singapore 640456 Singapore",None,,International,nil,nil,nil,nil,4.0,7
5374,Owls Brew,"146 Mackenzie Road, Singapore 228723 Singapore","Mon11:30 AM - 12:00 AM,Tue11:30 AM - 12:00 AM,Wed11:30 AM - 12:00 AM,Thu11:30 AM - 12:00 AM,Fri11:30 AM - 01:00 AM,Sat5:30 PM - 12:00 AM",,"Brew Pub,Bar,Pub",35,40,35,nil,4.0,12
5375,At the Myo by Sebastian Mix Fusion,"4 Everton Park #01-42 Everton Park, Singapore 080004 Singapore","Sun09:00 AM - 5:00 PM,Mon12:00 PM - 9:00 PM,Tue12:00 PM - 9:00 PM,Wed12:00 PM - 9:00 PM,Thu12:00 PM - 9:00 PM,Fri12:00 PM - 9:00 PM,Sat12:00 PM - 8:00 PM",,,nil,nil,nil,nil,5.0,4
5378,Trung Nguyen Coffee,"10 Anson Road International Plaza, Singapore 079903 Singapore",None,,Vietnamese,nil,nil,nil,nil,4.0,10
5379,Sushi Tei,"64/64A Serangoon Garden Way, Singapore 555960 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,"Japanese,Sushi,Asian",40,40,35,nil,3.5,20
5380,Ishinomaki Grill &amp; Sake,"50 Tras Street, Singapore 078989 Singapore",None,nil,,nil,nil,nil,nil,5.0,5
5381,Tokyo Milk Cheese Factory,"78 Airport Boulevard #b2-265, Singapore 819666 Singapore",None,,Japanese,nil,nil,nil,nil,4.0,6
