,name,business_status,formatted_address,lat,lng,icon,icon_bg_color,icon_mask_base_uri,photo,place_id,compound_code,global_code,rating,reference,ratings_cnt,point_of_interest,cafe,car_wash,movie_theater,spa,pet_store,movie_rental,airport,city_hall,bus_station,florist,department_store,pharmacy,general_contractor,health,local_government_office,finance,transit_station,school,meal_takeaway,furniture_store,physiotherapist,grocery_or_supermarket,bar,shoe_store,food,library,museum,bakery,subway_station,store,home_goods_store,park,restaurant,clothing_store,electronics_store,night_club,supermarket,gas_station,tourist_attraction,travel_agency,stadium,shopping_mall,convenience_store,lodging,meal_delivery,parking,route,jewelry_store,gym,post_office,aquarium,amusement_park,establishment,hair_care,art_gallery,beauty_salon,liquor_store,zoo,book_store
0,First Culinary Restaurant,OPERATIONAL,"2 Ang Mo Kio Drive ITE, College Central, #01-09 Block A - Campus Centre, 567720",1.3765878,103.8563501,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEA9_7Bs1vwDsKA_ooUzB2L02U5zDYsVE2UIVgkZjAS4PgoXchu0SzM6upojI85Au-6LvT3IOHqNw4sWjfoTNxF79AD1tcFcSSGbtZUkJZ3msYjOKm-utEHywmd6qBBs8xqeE3U3qHgOIHAsFOzzperO88sal_ywnAvDD8xUWfJsxB0I,ChIJr2vXDu4W2jERC8RbWLTvCYM,9VG4+JG Singapore,6PH59VG4+JG,3.9,ChIJr2vXDu4W2jERC8RbWLTvCYM,485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Gim Tim Restaurant,OPERATIONAL,"157 Ang Mo Kio Ave 4, #01-546, Singapore 560157",1.3753037,103.8395115,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAz_qXyk2St8Jc0Za6o5rnau8182qq9Zodm7WJXb-xJkSGEoXqUSxLrlKsy90-eSPQ0XgeXIbFEaRjc7g2c1Tv9pAlBKsB62qQeXD4lV9PmAcMw_Paf2Wh_OAPiwu9fkfaaLtRGQ7YqHtUQ1SfKgBRsjLc8nCJ_ZDgAcgHkN6wY7zY9,ChIJyWk5cMMW2jER2GWLiSidNXs,9RGQ+4R Singapore,6PH59RGQ+4R,3.8,ChIJyWk5cMMW2jER2GWLiSidNXs,371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,Jack's Place,OPERATIONAL,"730 Ang Mo Kio Ave 6, #01-4274, Singapore 560730",1.3737652,103.8456175,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDRK0dJmjxHxIFKqcxhYUAAMpaM5XzMGan-IgBtIhgxsCq-MirBRy4k1GstawZCeRSPyeP9IakMIO3lGm4vk2vVih2umNmLz_SDBO553AWLOeUnPvlFyZwzjJpqBcQXwEJMutuBMuzvLt0t4geTgnDHlRXsBNEVdOErZB3VefxX6liy,ChIJHQDtIegW2jERd_nSiPl5U-g,9RFW+G6 Singapore,6PH59RFW+G6,3.9,ChIJHQDtIegW2jERd_nSiPl5U-g,1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,Fish & Co.,OPERATIONAL,"53 Ang Mo Kio Ave 3, #02 - 02, Singapore 569933",1.3691969,103.8490476,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBA_IgnZ60hNsBiouV3fkkCZ0G6GR2xS5IU13CKNJ144oC2KPim2sOgVXrdOrfNak0watWDnd5yQQ8zzYDej7Rq4mkqiS8Gnsh49PigAWLeoc29kmTPs96TiA6g4DmCbSiUbGwE1HemOxKDN5adaFfrMQ0zMl6U4rvSgOU84Qt95DA,ChIJb3WaKecW2jERo5Bt7U-J8qY,9R9X+MJ Singapore,6PH59R9X+MJ,4,ChIJb3WaKecW2jERo5Bt7U-J8qY,608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,The Workbench Bistro,OPERATIONAL,"332 Ang Mo Kio Ave 1, #01-1881, Singapore 560332",1.3616989,103.8519471,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBmOrnzQf-9XgZW25W7HWouVYO675QWw4I6pD4wGZz_oCgJIaeb2HjMLiiWW6rqIH9TGQ_485UJ_NNb-1k1rcVxXSHCXpvit3hrt1FyXFxu7saufllW_a22F-Kz3EJqa7GOApQ6V6VF0KDafv2QYtveADmxEt5g7xy2XIOBmONhhZBe,ChIJTV8Fyx0X2jER_hO-7u1Zs-Y,9V62+MQ Singapore,6PH59V62+MQ,3.8,ChIJTV8Fyx0X2jER_hO-7u1Zs-Y,487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,FuLee Seafood 富俐海鲜,OPERATIONAL,"631 Ang Mo Kio Ave 4, Singapore 560631",1.3795922,103.8407328,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAyN7eO3zBDl92OXmapUNAHWj9BfqyiMQWXwQyq5OVp9CyBt4TlkFP6bFygLZ_oLUEJdmR1U_fC1qCS6o-j6bVcb9MSC6_VR-ZJoq36psta7gbZ016vAal-V1d7Ke_a_iy6t8eJddetntzWb7qQvs3Tz0cWsEnURbGz7IjyCe2vEbEV,ChIJMeSSV6AX2jERpDVFn7E--Pg,9RHR+R7 Singapore,6PH59RHR+R7,5,ChIJMeSSV6AX2jERpDVFn7E--Pg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,Mellben Seafood,OPERATIONAL,"232 Ang Mo Kio Avenue 3, St 22, #01-1222, 560232",1.3686044,103.836948,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBUPWdp12ny_t2AvI6JueUEiPNelcR2ci_yRUBXriJI6FDCCkeejdNX5ddS0x90eIXTf_yqXBCI5EiZtwVsTXVe1jOZIcOPWduJgcVht7mDTLdZGvVsJsglm0Abi-U1s-Y3QMtANnm5tdre3U-mzsXUmFRmCKOCj4ZOKGAo-tN8MOqI,ChIJgxGXnNsW2jEReh6IGeC_1yI,9R9P+CQ Singapore,6PH59R9P+CQ,4.2,ChIJgxGXnNsW2jEReh6IGeC_1yI,1734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,ToriYard,OPERATIONAL,"Bishan-Ang Mo Kio Park, 1380 Ang Mo Kio Ave 1, 569930",1.3625158,103.8471797,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDid0QZDvykIWm9TUmLMzBNTWdKkPEA3S0x4R8dRIPqLzYJja-TZTCQBRzmmOqvHtAY0_DEokMCmxSFFnj-2KocuOmX3gIQ1kmtsGKUhG3dNV0uA6uM_zNIRtKud0yrbE7k-uHgaknAMjnToRxONUprANyYVJU5RJb7APMx7mXgPkg6,ChIJEdAdsR8X2jER7Vfu-JC0X7M,9R6W+XV Singapore,6PH59R6W+XV,4.4,ChIJEdAdsR8X2jER7Vfu-JC0X7M,1921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,Kam Jia Zhuang Seafood,OPERATIONAL,"202 Ang Mo Kio Ave 3, Singapore 560202",1.3685253,103.8440948,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECaitY4l7FG8RVFXOGwtqbYcTnFL2dmXCzrvMcCmr4LhrvvQKhhFAAbU4k3Am3aKfwxRKf_gmpMmVt4sbM1Qww9BQwECH1NGNN6HPs45eZkfoQuRkU7GcNUNZHXlIV1xh9wv3rd4QNRs2GqQGSafHr0XMle4Ivwbi2B2MmC5d13pTxT,ChIJwcNOB94W2jERcO_JxkwIz9o,9R9V+CJ Singapore,6PH59R9V+CJ,4.1,ChIJwcNOB94W2jERcO_JxkwIz9o,388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,Fish & Chicks,OPERATIONAL,"Blk, 531 Ang Mo Kio Ave 10, #01-2429 Happy Hawkers, 560531",1.3733071,103.8540939,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAyjghwY1nkUBvSJAkQJ15DldVpzJBYdQKVYwQk4GLAZ20wjbavziP8DIcpQ4GGvIst-zhH2PloKuG2iqonegO9hY0ThaNDKC2gGeXmDLNIkKTHqKyHdmryuVNaTH4yWwWKf0CoyrPIX16SibUD79QR5bz9VbYqQY5WPWuGp6fbGRE9,ChIJtzqFfeUW2jERnMM7mzrcaAc,9VF3+8J Singapore,6PH59VF3+8J,3.5,ChIJtzqFfeUW2jERnMM7mzrcaAc,677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,Boon Tong Kee @ AMK,OPERATIONAL,"233 Ang Mo Kio Ave 3, #01-1194, Singapore 560233",1.3674625,103.8370641,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBn_F2H6aHtjRE5fCo7O173o0cSJKxXTCL2f2bWJ5WC2B6ilsSYZ2L58GKJwWjggjhvTdkSmmBXUfXtn3yUGc-OyUVCqZV8reO49fc-QJkicQbb8ZZAtcL6jrMQbVrVUaFTkD5aUnuIvitKj6AHxHXzHKwGYR5C6fa6KXxBAdVqZrB8,ChIJW-F7a9kW2jEROnVdsO3RJVc,9R8P+XR Singapore,6PH59R8P+XR,4.1,ChIJW-F7a9kW2jEROnVdsO3RJVc,833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,Backyard Griller (Ang Mo Kio),OPERATIONAL,"727 Ang Mo Kio Ave 6, #01-4236, Singapore 560727",1.3726056,103.8461419,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECjYKcXwh6NqshAhONwhhoCnq48OfREGMAA8aW9SA_q__NChdVeJaM5-HEgJbiZb-Ef0uDqkapKS0bgaOf8WCjoF_iFJw4t1H8d6ZZ9UN-vyFdsXDDBjsI2YquWODK75AC95XwZWNsCZxxcSvaXDsDHOb3v7FrtddHDCj_CUyt6emol,ChIJgwNj2_kX2jERUB5VTYO8GnI,9RFW+2F Singapore,6PH59RFW+2F,3.2,ChIJgwNj2_kX2jERUB5VTYO8GnI,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,Xin Wang Hong Kong Cafe @ AMK Hub,OPERATIONAL,"53 Ang Mo Kio Avenue 3 #02-26 AMK Hub, 569933",1.3691183,103.8477271,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAAUhysSmeR-DXUVZ99toiHq7-MF2_9QeFhbQxEyFuztPWtOS6-m-RfRSK7OXEzwG4mmk4vO_vcuyAB-fth_MZ6mCwa3VeEfySvyUgb573xbSjNXlecmIn5hBSnQ3achqPYJ7Q2C7-goywXj0cao9X1Eo6cGN-_RgziOwvRJ1i0JmZM,ChIJ_dbH0ucW2jERirLNpHmg3r4,9R9X+J3 Singapore,6PH59R9X+J3,4.4,ChIJ_dbH0ucW2jERirLNpHmg3r4,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,Swensen's,OPERATIONAL,"53 Ang Mo Kio Ave 3, #B1 - 25 / 26, Singapore 569933",1.3692224,103.8480132,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDU5J3rShcupCXirQwtItkYOt6omKrEl7SRCrCxNg9pLL8pYOec5XYkKDT4QPXvsjS38WSbhfNOp5QLbwm-y2QKUKTI1OLJKzs1pD9MoN891YJ6a8KI8NOUU2Q0P9vNy0GRhXsDK3gK3xnQ4SKpYOZiOoyNof5bbYw6p47GLfZvdjNI,ChIJb-ErmBYX2jER5GLUsahpxQA,9R9X+M6 Singapore,6PH59R9X+M6,3.9,ChIJb-ErmBYX2jER5GLUsahpxQA,747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,Canopy Bishan,OPERATIONAL,"1382 Ang Mo Kio Ave 1 Bishan Park 2, 569931",1.3623858,103.8473431,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECT37iw6co79Ecb3FRVfTb66MjCQHHHjgD4gL7QpL8DFBsCbKAMnp6BGgw77ZJy-EnQB3zoPrIjqC00-TeabCG70zR3IdKj1yXRvc8VYjC264h4R3HfMwPu7LoOZnAjukdwppjnPrmE7jozc9f1as0on-1x38F6pZ9Ui-0ZA98dulNg,ChIJNzPuIxsX2jERCubjluZTnUk,9R6W+XW Singapore,6PH59R6W+XW,4,ChIJNzPuIxsX2jERCubjluZTnUk,1784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,Takagi Ramen - Ang Mo Kio,OPERATIONAL,"51 Ang Mo Kio Ave 3, #01-01C, Singapore 569922",1.3692472,103.8470568,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECigoInSe_3fuMLsbI1O7YpM2Gok_NEMS3cOwT_H2apaQd_OkgSLgMXLaFB5CjCR7g71GjHAkVroCArzbM4QTlGs4SqJbzHUhu12gGFO19bTrWsmcu1YF5L5BJ6SMXbno-7VDl8jwF05kVW2gQxREDt2LI2E1fZ25Y61iw7_YM_271n,ChIJBY28M-YW2jERxosKzeeyDZA,9R9W+MR Singapore,6PH59R9W+MR,4.5,ChIJBY28M-YW2jERxosKzeeyDZA,3102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,Khao Hom by Rung Mama,OPERATIONAL,"5 Ang Mo Kio Central 2 Djitsun, Mall, #01-06, 569663",1.372875,103.8476212,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECEBg_6_YkIF-bW-569VOAAc7WY7kXG-q944gaZC4hal4KPfQTrSRubuQqnkvqGY85_JgX-7LgSWdUn5rdRzOn0af5DYqtAGKunv-NqzFZcVpb3zOyptTJCDjReFISdnzvXP-aTWTe4iGp4S0hc7lGK7tWa_AyN6Khiw1kO6UvUpgTP,ChIJW7Sy2DIX2jERtlerlD1xvIo,9RFX+42 Singapore,6PH59RFX+42,4.3,ChIJW7Sy2DIX2jERtlerlD1xvIo,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,Ang Mo Kio 628 Market,OPERATIONAL,"628 Ang Mo Kio Ave 4, Singapore 560628",1.380884,103.8405902,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAImq6Tg5v2OZamrZL5YDj2lyCGSddXXseWAPzEEW8ZVEAhjfunWdNafiMmVzM8EFO-BFbSJBkj6fuXcwvWxQFoP_O_gB-fRWMbqrlB13lhM9bFi7cdUBwqt5LS0DD7rgbpJmZosXm_085J5sATzmVtMChYjneoOM4iJXorI9s-as1U,ChIJ2ajBHcEW2jER33CSFDvne98,9RJR+96 Singapore,6PH59RJR+96,4.1,ChIJ2ajBHcEW2jER33CSFDvne98,2866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,Swee Choon Express AMK Hub,OPERATIONAL,"01-42 53 Ang Mo Kio Avenue 3 3 AMK Hub, 569933",1.3690633,103.8481101,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEB506y0x5Ii-sXPsr02GrOfLydQw2PyQkceGcDEtFdvVYPy9QceZmKHVKLEqMl3Z7lKCErHUlyGwUU4vpL8IsAA_HgpGIQ43AZMUqog35WvQ-y150b0z8Mne6UoaJceN-zB1lkAfHxCrxl3EVtXdTJhCMrFcjfCDKDH-T9yp5E1vMoU,ChIJN4fTqXAX2jERzvGQ_ouOHq4,9R9X+J6 Singapore,6PH59R9X+J6,2.7,ChIJN4fTqXAX2jERzvGQ_ouOHq4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,Hualong Fishhead Steamboat,OPERATIONAL,"Ang Mo Kio Ave 3, #01-2142 Blk 347, Singapore 560347",1.3673578,103.8485856,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEC2vA3gqbS5-QeL3hhF9Owry57XStVe8rOVzxuxlDXP_8XcyxMRKVMEWsaPLLSSpChKx2r5nQqOFSrtWlR17iOYM843_LNDWVRW6y3dqOqUsbk6ubIYmxZ8bFuYgyaG9K68V8ZaJB1qMFnmpgFXn3jz5Cy8jHEw_tH5v2dbiImkqeo,ChIJ3XkDF-EW2jERnoxsx_i5CcY,9R8X+WC Singapore,6PH59R8X+WC,3.9,ChIJ3XkDF-EW2jERnoxsx_i5CcY,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,Monday Coffee Bar,OPERATIONAL,"421 Ang Mo Kio Ave 10, Singapore 560421",1.3654625,103.8529393,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDnbLqT-FeGvgy1FFybb8rnvT33fS2N5EGyTBlMXP0kCeRw_Vkxp3mdMpkHNzSvRPWA3E3wkIDOqA7XRfN24kh9t5k6fMUzz3mith4sSAQgQ-ym2mfOfi__uP3QJlYsrNsznofROccVL5qyEcXjOxcY-BDDXysVy_-g9PojF74NfzSt,ChIJ4aryd_oX2jER8wW0zUiUhPk,9V83+55 Singapore,6PH59V83+55,4.8,ChIJ4aryd_oX2jER8wW0zUiUhPk,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,Professor Brawn Café,OPERATIONAL,"5 Ang Mo Kio Ave 10, Singapore 569739",1.359282,103.854654,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEAvImwrKs94z1JdZiixmZ2f877r7aTDhNv7b8VH27C-1rQlG8GYf2ebewRZ5kLjH8G5rn06M9jJVSbhg-g5Iv_2wOgFbR-ni4VWQtDO5geH22lp1annL8KbB9VuO9jHkJzypa63EzBXP3QFhzglxWlVih_DDG3Kl2b-E_DS9CAq_DgV,ChIJnzw-g-cZ2jERUYpxVEF1qeg,9V53+PV Singapore,6PH59V53+PV,4.6,ChIJnzw-g-cZ2jERUYpxVEF1qeg,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,Brew & Co.,OPERATIONAL,"716 Ang Mo Kio Ave 6, #01-4030, Singapore 560716",1.3716087,103.8458835,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uECY-isX5MCi5EkmCbwwxeDT3qO4AsjLPD6kmTcoXkEtAFFollATYSvDqjW9cVS8gitx48gwi4TQ53WMOFBmu9wLkx_o7PDeHNQBOP8-Wv5P4334kETOgSaEeUhclwUoTBbk7h8bbABb7ER-G1CRsRmaUwEg6V8ctgFTMejNd7qtfyQt,ChIJTwB-q8MX2jERmrr5UBqOUHE,9RCW+J9 Singapore,6PH59RCW+J9,4.5,ChIJTwB-q8MX2jERmrr5UBqOUHE,146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,boon café,OPERATIONAL,"2, Blk F Ang Mo Kio Dr, #02-11/12, Singapore 567720",1.3787837,103.8573461,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEAqBUwML7lm1zUWlJcblbK-8uVg_AC2mC6GXgpDH6B1d0OUrOvKqHlF2tic-zsRy4oHs216m7n7xjAu7Zt04paEOrUJokQ3ypM4Vxdc-h6idYqVgkDi1vfH5IY-QLfg_lmPCorwQR4sxUv6PwutOe3jhrjJVKRf_ktUsOecAezJl3H3,ChIJBd5h-xMX2jER2TLSWuwiB54,9VH4+GW Singapore,6PH59VH4+GW,4.6,ChIJBd5h-xMX2jER2TLSWuwiB54,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,AM:PM CAFE,OPERATIONAL,"529 Ang Mo Kio Ave 10, #01-2365, Singapore 560529",1.3727932,103.8558016,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEB1JR6WKjLB340aopJpJvSpB5d9J6C-JS40XyiFpM9kqRemMBXzYFdB9j636oXP6OGYMrm_LG4KGBgL7XDDkcPY4AntIeS00Hjx1wuOLtCs94dYWTD7vt5fnyCs0GusTwiRnkP-grcdxnBofiYq-ycV5U4c2R10vGzWKfR6759C_GIP,ChIJq2TuPm0X2jERd4Asnd9QjeU,9VF4+48 Singapore,6PH59VF4+48,4.6,ChIJq2TuPm0X2jERd4Asnd9QjeU,188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
