,name,business_status,formatted_address,lat,lng,icon,icon_bg_color,icon_mask_base_uri,photo,place_id,compound_code,global_code,rating,reference,ratings_cnt,point_of_interest,cafe,car_wash,movie_theater,spa,pet_store,movie_rental,airport,city_hall,bus_station,florist,department_store,pharmacy,general_contractor,health,local_government_office,finance,transit_station,school,meal_takeaway,furniture_store,physiotherapist,grocery_or_supermarket,bar,shoe_store,food,library,museum,bakery,subway_station,store,home_goods_store,park,restaurant,clothing_store,electronics_store,night_club,supermarket,gas_station,tourist_attraction,travel_agency,stadium,shopping_mall,convenience_store,lodging,meal_delivery,parking,route,jewelry_store,gym,post_office,aquarium,amusement_park,establishment,hair_care,art_gallery,beauty_salon,liquor_store,zoo,book_store
1064,NIE - Art Gallery,OPERATIONAL,"1 Nanyang Walk, Singapore 637616",1.347752,103.6784002,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Aap_uEDEpTIH7ryclkpdxY0F246xWuTVOEudugelKJhew8RCl9QetZmi4fyifIA5ryaPzG6x-iLohSTFzS6iErGjjHULZSMa1urY-UEu4roQDtWscUxoKVpHn0lQEa1p8o7tD2e-D7rhDjUmseuLjlft4XZV2T2qKfXY7UqBLevEMGgS_T1W,ChIJh41xEwsP2jERJSUzV6s1YTo,8MXH+49 Singapore,6PH58MXH+49,4.5,ChIJh41xEwsP2jERJSUzV6s1YTo,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1065,Ikkan Art Gallery,CLOSED_TEMPORARILY,"9 Muthuraman Chetty Rd, Singapore 238931",1.2924695,103.8376221,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEDGC3roJe3EA_TIvGK8ZO502KBQcCuc6qPJrs3nPOvQ37UGl5PvTIFH8ehvkEfodnwirxBLi4tv6xOsSYfbMcDx-RMzt84rw67dR5bo-BgV-j0xWM-z5GMhFtgULgORWCAjjeWoJM44FqQyKl54WJFm_f-N5iVkw9UxVYIvAyIQV-X9,ChIJo6teu2kZ2jERi3D1olM_rnA,7RRQ+X2 Singapore,6PH57RRQ+X2,0,ChIJo6teu2kZ2jERi3D1olM_rnA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1066,Gajah Gallery,OPERATIONAL,"39 Keppel Rd, #03-04, Singapore 089065",1.271849,103.837053,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEDHVsldUr02EKrgugZYRrbf9MB1UXJRYZaZCx5ZQPtD7QpxXivq7ZPTfCHCpsbe0ZjZXxm8ElJQVzg3tXKWUgaRGFTjotoG9KzFKeu20y9hvPatIbcAv1uQeU93_YwX-XjGWaY87ttCukLGSSHEZ7WgtzFmDJ0nV4AUQolaaqcbYzQ,ChIJNY7e-qAZ2jER6Dcva51ay3E,7RCP+PR Singapore,6PH57RCP+PR,4.7,ChIJNY7e-qAZ2jER6Dcva51ay3E,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1067,Gillman Barracks,OPERATIONAL,"9 Lock Rd, Singapore 108937",1.2783333,103.8044444,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEDhgM46SXkMCtLa1xL23Wvo5m330vs4s07x2YZUAsmHMj2DDd2Rw1yqxXKJImQKoxjkqykcuU2Rdm0tx0j4RKKlTk3mms1IMr4uH6EIRtSauM7JkesFYWzpiJ8UhjE3-r13ehUoBlsnW7aaS_suYQs52OVgZPGYZINAULGW-rzH_KcY,ChIJd-ET2cUb2jER9nfWEH4mCX0,7RH3+8Q Singapore,6PH57RH3+8Q,4.3,ChIJd-ET2cUb2jER9nfWEH4mCX0,1112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,Keppel Centre for Art Education,OPERATIONAL,"1 St Andrew's Rd, Singapore 178957",1.2897045,103.8512862,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEBWas56r0Pg2TzcLCPQt9ygIIof807TgrJ7GfNbZGR747xxvha9PcEL7HfNU2aAQO_jvI_LA2Zr_jqJ9tIw1fuURN8PiinBPIRFoiy79ocgmrJFdz9WSV9hB2m9-OspjiF1s79LfmMHNS9gg6WfAYjnD3uF1uFdL_ILcafmK7VFBgZe,ChIJ181fOKcZ2jERqOLXIRcQvP0,7VQ2+VG Singapore,6PH57VQ2+VG,4.7,ChIJ181fOKcZ2jERqOLXIRcQvP0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1069,STPI Creative Workshop and Gallery,OPERATIONAL,"41 Robertson Quay, Singapore 238236",1.2909583,103.8402186,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEBNPtSgiMOPb3bw6OCRDsbbH4EaNtmJqkXUDRlRJ32tfGQoCk-v9RclMV60mDJf4YOFFXlv1iyrjAJConcM7_16nL0YHXBi_ISsQJkh89eNh7r6uvdOiqIccCg1C0KfPTQJQ8gr-2-wrU05d6QTyZmKSljqsDASpoFs-Shj1SvG1I_L,ChIJI_-MYZ4Z2jERrH5QP0coOi8,7RRR+93 Singapore,6PH57RRR+93,4.3,ChIJI_-MYZ4Z2jERrH5QP0coOi8,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1070,MAS Gallery,CLOSED_TEMPORARILY,"10 Shenton Way, Singapore 079117",1.2745919,103.8468765,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Aap_uECdKZAGgItVeAcBaj1dk_0P_9z_jW8amyO4Es1ZhA6nIQ3tQ6YEGPerkuw_9mMNmn9p4SDTH-2tNp_uqRtsH6Z1C0DgmrjLh2W6hHujCaDokxkMd4sKsAbJ8mAUq7KQQzy3P82fJooYS6TyDGNeS4w076JTQQUc_bfRKBj0APXhFClY,ChIJqT6rBKwZ2jERP0zlEMtuwxU,7RFW+RQ Singapore,6PH57RFW+RQ,4.8,ChIJqT6rBKwZ2jERP0zlEMtuwxU,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1071,SMU Gymnasium & Fitness Centre,OPERATIONAL,School of Information Systems,1.2975212,103.8495612,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,nil,ChIJPwMU_igZ2jERguuX3zuKxSw,7RXX+2R Singapore,6PH57RXX+2R,4.5,ChIJPwMU_igZ2jERguuX3zuKxSw,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1072,Miznon Singapore,OPERATIONAL,"6 Stanley St, #01-01, Singapore 068725",1.279986,103.847797,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEA5-LpHGD4_5l7QIS9WZOOFIDkG7IcEGRPy1MukLjfKG9gWmyHKtaq8csQDgYF0ER_J4VwQGW11dhKg-w_aElDSrEAlas5KuRtvZ5qTZxr0J6TKhlHVC_v2N8lSPsJSuc5RzmLPk1Or8Gq7PYKIbwGuNcWzI804q1LX-bmmKJ4CozTT,ChIJeYPmLFEZ2jERLZVgLnPM3bg,7RHX+X4 Singapore,6PH57RHX+X4,4.4,ChIJeYPmLFEZ2jERLZVgLnPM3bg,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1073,Newton Food Centre,OPERATIONAL,Newton,1.3119888,103.8395742,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBFGj44YIdBaJ8oRV6F2JS00rZOjl06LmWBvAzBNDr4FRQYcjzLN9QahQgLDAurUDqD_ltc82ZLgV0CPUTw-BVfVPVS3gD1MQl-5Xfgvqreh1LcWRdhBP53E3u5vyX1Oyfqafpp7nuEhd6kR6TO2rst_5qUcpZzJLb3y6ajFDAaSbio,ChIJe4wL_OsZ2jERySoDk6jlhNQ,8R6Q+QR Singapore,6PH58R6Q+QR,4.2,ChIJe4wL_OsZ2jERySoDk6jlhNQ,10773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1074,Nusantara Cuisine,OPERATIONAL,"171 Telok Ayer St, Singapore 068621",1.2800741,103.8473949,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBHUUfA-60O_iOHRUt9y5HCyb1HnCk4RW5-kKGoeubdn-dMZSsKtbg-UzoevN_Y6sj8R3Jl7LxyBWyv9WKmwQQB6BLYOo4YvyG64_a-XTqVHs-DZnwurhWYXPhZScXg1N9jfBBPMIbU2P7TY7Oz6Pag0TmOBvrqoxdhJgcHt7qNAzdB,ChIJ09ZCeQ0Z2jER7Z4NA8kVRTk,7RJW+2X Singapore,6PH57RJW+2X,4.4,ChIJ09ZCeQ0Z2jER7Z4NA8kVRTk,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1075,Li Bai Cantonese Restaurant,OPERATIONAL,"39 Scotts Rd, Sheraton Towers Singapore, Singapore 228230",1.3120007,103.8364106,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDDgLMCbNyvUkakIp8m133Ga9fzx1QLFfMa1SMoKfU90MT-qNyArRHMFx8RURRdV6FW55Q1Ob1fNDlL8hNlHGuzCHUYIpXRK3vEmWaHYQIBZuC--y3wQZFNj_p1l4y2DLIFJV1y7rQR_LxBfBlvuaPgSmIa__lFvwJGhIKw2sxIsalH,ChIJo0F2MewZ2jERwFD3OfVAA1c,8R6P+RH Singapore,6PH58R6P+RH,4.4,ChIJo0F2MewZ2jERwFD3OfVAA1c,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1076,Nouri,OPERATIONAL,"72 Amoy St, Singapore 069891",1.2802746,103.8466022,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAKo8vyrLXteo1w0I8Rvvw3dNfCn21JcTogv5p6B4QpvV1jGqaS9ARU1y1SM_IWFn_Vecb6Q4px5-ZxQm8gVqwsIeSYCTU4WIUoFFV9zS3eWC69elQkCgsjjZyl5JhCvNRroqoA7V8fNFNObtT6lR-cisjtfAsBOzwUK8UyMcoOm4UX,ChIJq9pPbw0Z2jERqnm8RBMSAjY,7RJW+4J Singapore,6PH57RJW+4J,4.6,ChIJq9pPbw0Z2jERqnm8RBMSAjY,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1077,1-Atico,OPERATIONAL,"2 Orchard Turn, #55-01 ION Orchard, Singapore 238801",1.3039288,103.8319512,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEC7aSP3jrNdorBjMM85iVfgSxav5Gefgmviyj9ioMv-xq9rwRS_yoeCL6t4cOmTZWktNeGmisWtWSuqQe0iRckaSm9spDGG0UayA6aLHW_ZTImRBvbsey7QY037p_kWo6SGq30TJGXDw2h1njcfMp9IJrKgBbtJOshU16ZCwymLFH_4,ChIJcS49_NoZ2jER4fi58PaMYpk,8R3J+HQ Singapore,6PH58R3J+HQ,4.1,ChIJcS49_NoZ2jER4fi58PaMYpk,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1078,Guccio Ristorante,OPERATIONAL,"20 Gemmill Ln, Singapore 069256",1.2828346,103.8462445,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAgzW4ylzEhON861rqtybKZ7u7OrLl63Hzq27mO-TudJSxq1JsHrX79_lrTi9JeWQSUxmzg3ZHKxInAvP_-aamHM0fUwV3ZvyarSUP5XnycQbl-AmMwr9LN4KVBcpV9XbeSfkg_HUn1Abrx6qz4ti3qUo5cy16dueLgZvTo6-EwmaWX,ChIJt6eTV6gZ2jERzX-u10Oee48,7RMW+4F Singapore,6PH57RMW+4F,4.4,ChIJt6eTV6gZ2jERzX-u10Oee48,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1079,Napoleon Food & Wine Bar,OPERATIONAL,"206 Telok Ayer St, Singapore 068641",1.2800188,103.847145,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECdaW4ZMfPeB8zTDsFo2zvEtJOboRzFwmKn5irIAENeYS0WgxvSPME4G9Z5Zk2BksmUtgXZy1w3aQ0gZR-gxGerugniXt7mwYrtfk1Vk8NgmofPNBuGs0h1aF3G1R1WiXuXdRJMrLi9e9IdkmA5N3vDSSD0cnOdfJgZpGE4ZwhTxSgr,ChIJr-55fA0Z2jERKL4r9-Ep01A,7RJW+2V Singapore,6PH57RJW+2V,4.3,ChIJr-55fA0Z2jERKL4r9-Ep01A,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1080,Alma by Juan Amador,OPERATIONAL,"22 Scotts Rd, Singapore 228221",1.308128,103.8341296,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBwURMFwLU8Xpl-TjSS5tKD0gVEvom_VtmuarBhzuus2Z0Qo2LM3hoDp03LFI-x_zgMtCC-EWYlJPnA-uxv7JGWvkXIptpM7r4Ulo9UkPLSe735jzorSKVtUDRgjJszeHW5MKH5Tk_6Ej3pJ5dIiG0Q8vWi_kXfAYQf9Q9AlY6F3tRH,ChIJtSfORu0Z2jERaTv_fbShVmM,8R5M+7M Singapore,6PH58R5M+7M,4.6,ChIJtSfORu0Z2jERaTv_fbShVmM,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1081,Le café Diabolo (Diabolo Cafe),OPERATIONAL,"1 Sarkies Rd, Singapore 258130",1.314214,103.8369984,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uECkriRs0b8F2zyo9odl4X3tMxM5QVhdLszifsicBK-IG5rKadlQ0s-FgeMjaXfIfX-qsxeoIGowq6KIUpJ1RkTcdrIyDWIynNwB2tZx-Kspv3eO_-1LZoYpZ_D-PAGYW0YhqNkxb0C92A3V8a8yz4uQCgjMf-J5metO_WOCbKVCPYYf,ChIJuYMM7p0Z2jERj6BFduJmF18,8R7P+JR Singapore,6PH58R7P+JR,4.5,ChIJuYMM7p0Z2jERj6BFduJmF18,170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1082,Morning Grind Cafe (Cross Street),OPERATIONAL,"18 Cross Street Chinatown MRT/Telok Ayer MRT, 048423",1.2835867,103.8470853,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEBEVPZNhcfVPaiGdrqDcV2nvcgyJ3Hs6pdV4EYtNDUsLdP4J3ExRpKaWMq6yzrM05lZ4RhnthbBZB9AuTooWgt9U3eJ2vGfh-C5NcllEbkzUsl8FR_iXVPvlil42jgOFmSKFDgDbbAveBEFzXfuTzTOWb1gmNHPVQMGXPN5QVtKpzZE,ChIJmeub96sZ2jERp4mCZNFoJIg,7RMW+CR Singapore,6PH57RMW+CR,4.2,ChIJmeub96sZ2jERp4mCZNFoJIg,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1083,Genesis Gym,OPERATIONAL,"10, Blk C Winstedt Rd, #01-15, 227977",1.3101954,103.8417009,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEAFRW1JSHOv6N179IFHX8uCFJAc6SM9k6yQ_1NzCmqzIvmeTzfQ5XJMbo6Ie3qG7ejepK71YY8nHRFaEpvlbHgc4S51zd0BLAgPAJypnf1n4d3vhx4n4L7lKsmxFTPQ2hm9n2KCDO2Fot3_gxpslV6WHWe7AWbtdpA2HGoj-EggCYop,ChIJp6Lm12wZ2jERXz8gcCrTB90,8R6R+3M Singapore,6PH58R6R+3M,4.8,ChIJp6Lm12wZ2jERXz8gcCrTB90,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1084,Solitude of Strength,OPERATIONAL,"48 Woodleigh Park, Unit #6, The Arena, Singapore 357844",1.3424588,103.867644,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEDMj19y86ouws7JZTw-IDoDPM7z9C7kBAV5o1fYOjCIMToJIlPOfvdUU3H8b7o8DTxiUwwddxpqL_NNpbnF8C5SxLzuLlU54l_T92V5kD3FM-XVa-16TedM4PTnQ74wIqYX1BhQaFwtJb3THlm8hU16LMrhW6jLSaTQTkO6svxazou6,ChIJu0UXR-EX2jERLQ-RdjwVg2A,8VR9+X3 Singapore,6PH58VR9+X3,4.9,ChIJu0UXR-EX2jERLQ-RdjwVg2A,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1085,Anytime Fitness Balestier,OPERATIONAL,"288 Balestier Road Balestier, Central, 329731",1.3228626,103.8528042,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEBDhcuBz41J-CPpoiFv9yxTlodYtEZ_CM7rP6SIZIGe8kgAyaqk7fSkphBS7CmOj1dUGI91j90GywVWxPCm1LnDPlWSwnfIaJf797C5h_GyRPFRTH-RJH4vPK-y93-lc8DcUnCvrsXXt3MS59nQYysPNdCF_eQ4FxVI5xsaB81Mw8O0,ChIJe-H0ctkZ2jERxVHwogp2cCI,8VF3+44 Singapore,6PH58VF3+44,4.2,ChIJe-H0ctkZ2jERxVHwogp2cCI,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1086,Jimmy Monkey Cafe & Bar,OPERATIONAL,"#01-51 One-North Residences, 9 One-north Gateway, 138643",1.3018774,103.7902504,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDNTfxwiPHxDtUl1d02MeZWqViI23axYZkIPQWm2DZaNOwv9OeP7uTAI64hC3u8WdkpDbd89-4kGuLYQcyqVYrT4fElEEYessoLPJ4ua6EiyavVksOkdj4jBpTl7EKINZSS7Z8j9RWgP2J8j8deHcW1U7ZdcFoWK2z4dlUdSP334L_R,ChIJtazRWUQa2jER_pD2DqGY0WI,8Q2R+Q4 Singapore,6PH58Q2R+Q4,4.3,ChIJtazRWUQa2jER_pD2DqGY0WI,513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1087,Runes Coffee,OPERATIONAL,"28 Biopolis Rd, Level 1 Wilmar International Ltd, Singapore 138568",1.3009617,103.7915637,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uED6wT5b0fffqOhqu-BD2OGrNCli5CK6pgjwyL78CBJLHSI0RuwkGqKkr8NlCfwHZrmXrJ4yGSKlN6FnJuo6N9ogC81xCkIOT3pBjtQmYBXcgafSSqNVrnG7iyYdpGEmdfGkyk5Ny7ZatHYNXEFBnoozlamSp1Dpp28om5nJjXcI-8UV,ChIJs6BkGw8b2jERIa2qQbYp5yQ,8Q2R+9J Singapore,6PH58Q2R+9J,4.5,ChIJs6BkGw8b2jERIa2qQbYp5yQ,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1088,Whisk & Paddle,OPERATIONAL,"10 Tebing Ln, Singapore 828836",1.393014,103.91743,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uECbOv3AxrsZ6quWmhFpD1l5qm1ptIeqYWmhYt9bbSBsy4uippVi73zYAdVrI1noj8CbixR1-E_6GkNsx1dG5ZypvZmbzpLeNaD5CSglmkmJfDg5trGxCc4To8mfB2eGUxQHfjOr9FPgXW8M0G-yuqCjGDKo23OGu2pZT6Efz4es8pJv,ChIJ7aoYFPg92jER2jM2zMAKjrY,9WV8+6X Singapore,6PH59WV8+6X,4,ChIJ7aoYFPg92jER2jM2zMAKjrY,2206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1089,Coney Island,OPERATIONAL,"Punggol Promenade Nature Walk, 829325",1.4092951,103.9216496,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Aap_uED7Grf0iu_idBy4f_-pamatwTsqXVSRROpG3W731qLvBvms-EGuHGzKpBOWLJ2xHoqXU6HCJ_1NKeggob7EKZnqFz3jXMRRDP8mUGuYxTDnvLwSJkq3C-Z_buDjNoWevYxckOOt1wBCNYbtzf307vO-47bAqrHlV8XqCLpW8E4MAYq_,ChIJq6qq6gQ-2jER9Qvjlelpwho,CW5C+PM Singapore,6PH5CW5C+PM,4.4,ChIJq6qq6gQ-2jER9Qvjlelpwho,762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
